BVD,Name,SIC,Industry,OM
IN102025FI,JITF INFRALOGISTICS LIMITED,4789.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.11954375642501507
IN31506FI,MURUDESHWAR CERAMICS LIMITED,3262.0,Manufacturing,0.11948622535986386
IN0004965761,WATSON & CHALIN INDIA PRIVATE LIMITED,3799.0,Manufacturing,0.11929241902932335
IN0000360118,GMR HOSPITALITY AND RETAIL LIMITED,5999.0,Retail Trade,0.11848853246162212
IN0007792725,JSG INNOTECH PRIVATE LIMITED,3714.0,Manufacturing,0.11674748375308809
IN0000855797,AMRAPALI JEWELS PRIVATE LIMITED,3911.0,Manufacturing,0.11663568101648376
IN0009925975,RAJ PROCESS EQUIPMENTS AND SYSTEMS PRIVATE LIMITED,3559.0,Manufacturing,0.11658486884277093
IN0000260132,ENRX PRIVATE LIMITED,3612.0,Manufacturing,0.11593559310663426
IN0007481336,LEE PHARMA LIMITED,2833.0,Manufacturing,0.11447472149971145
IN0000226247,DEVYANI INTERNATIONAL LIMITED,2035.0,Manufacturing,0.1128377044221206
IN0006856016,RUPTECH EDUCATIONAL INDIA,8211.0,Services,0.11268708060690123
IN72786FI,TUBE INVESTMENTS OF INDIA LIMITED,3317.0,Manufacturing,0.11229383857293355
IN31564FI,PHILLIPS CARBON BLACK LIMITED,2819.0,Manufacturing,0.11217245699683953
IN0012192731,SYNERGY MARITIME RECRUITMENT SERVICES PRIVATE LIMITED,7389.0,Services,0.11186793334013605
IN0000222558,TOYOTA KIRLOSKAR AUTO PARTS PRIVATE LIMITED,3799.0,Manufacturing,0.11185326085726749
IN30045FI,THE TATA POWER COMPANY LIMITED,4911.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.11141360974490806
IN0003022158,GANDEVIKAR JEWELLERS PVT LTD,3911.0,Manufacturing,0.1113177853595713
IN0007923249,ELEMENT14 INDIA PRIVATE LIMITED,3571.0,Manufacturing,0.1113170680447792
IN0009329466,G T Z (INDIA) PVT LTD,3312.0,Manufacturing,0.11090001689452977
IN32321FI,KDDL LIMITED,3873.0,Manufacturing,0.11062835741864269
IN32771FI,TILAKNAGAR INDUSTRIES LTD,5813.0,Retail Trade,0.11035215479248807
IN0020486081,HAVMOR ICE CREAM PRIVATE LIMITED,2021.0,Manufacturing,0.11015894310101197
IN30554FI,INDRAPRASTHA MEDICAL CORPORATION LIMITED,8069.0,Services,0.11014143473591058
IN30031FI,BHARAT FORGE LIMITED,3463.0,Manufacturing,0.1094721977930422
IN0013462115,NTT DATA BUSINESS SOLUTIONS PRIVATE LIMITED,7371.0,Services,0.10937495690983624
IN0006670457,RIVER ENGINEERING PRIVATE LIMITED,8742.0,Services,0.108925613681897
IN30028FI,FINOLEX CABLES LIMITED,3357.0,Manufacturing,0.10859164656660268
IN0000244521,TATA FICOSA AUTOMOTIVE SYSTEMS PRIVATE LIMITED,3694.0,Manufacturing,0.10777812687647326
IN0012214019,WWT INDIA PRIVATE LIMITED,7375.0,Services,0.10774975049136132
IN37719FI,ETHOS LIMITED,5094.0,Wholesale Trade,0.10769742491722085
IN0001093156,ARCVAC FORGE CAST PRIVATE LIMITED,3312.0,Manufacturing,0.10737936513551806
IN0005538248,NADI AIRTECHNICS PRIVATE LIMITED,4491.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.10706140523088574
IN0001550913,BFN FORGINGS PRIVATE LIMITED,3499.0,Manufacturing,0.10702784868183772
IN0006401188,SVAM TOYAL PACKAGING INDUSTRIES PRIVATE LIMITED,3312.0,Manufacturing,0.10692075043750927
IN0010264527,CONNECTWELL INDUSTRIES PRIVATE LIMITED,3571.0,Manufacturing,0.10608934273245692
IN0013945516,TOSHIBA TRANSMISSION & DISTRIBUTION SYSTEMS (INDIA) PRIVATE LIMITED,3612.0,Manufacturing,0.1058537299502446
IN30089FI,RAYMOND LIMITED,2299.0,Manufacturing,0.10579046394835599
IN0001378765,AXLES INDIA LIMITED,3339.0,Manufacturing,0.10362540659472504
IN33112FI,OLECTRA GREENTECH LIMITED,3675.0,Manufacturing,0.10352725251319139
IN0000022683,INTEVA PRODUCTS INDIA AUTOMOTIVE PRIVATE LIMITED,3714.0,Manufacturing,0.10332152621637213
IN0004143704,JWIL INFRA LIMITED,4941.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.10242379535477937
IN0015543368,PARSURAM ARAWALI HIGHWAYS PRIVATE LIMITED,4789.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.10238818344359422
IN0002712681,EXOTECH PLASTICS PRIVATE LIMITED,3089.0,Manufacturing,0.10215198393454424
IN34609FI,STAR DELTA TRANSFORMERS LIMITED,3612.0,Manufacturing,0.10132561459430468
IN001576784IND,VILAS TRANSCORE LIMITED,3612.0,Manufacturing,0.09976894387923353
IN0014353115,KIRLOSKAR TOYOTA TEXTILE MACHINERY PRIVA TE LIMITED,3552.0,Manufacturing,0.0997370794621419
IN0003689094,HIRA TECHNOLOGIES PRIVATE LIMITED,3631.0,Manufacturing,0.0992477914282411
IN0014742041,TIRUPATI REELS PRIVATE LIMITED,2499.0,Manufacturing,0.09903583109960006
IN0005642446,TOYODA GOSEI SOUTH INDIA PRIVATE LIMITED,3011.0,Manufacturing,0.09869398267398448
IN0007222599,PLASTIC OMNIUM AUTO EXTERIORS (INDIA) PRIVATE LIMITED,3714.0,Manufacturing,0.0985871617969258
IN0000219793,SHIVA DISTILLERIES PRIVATE LIMITED,2085.0,Manufacturing,0.09841551911470098
IN0006646069,RIGHT TIGHT FASTNERS PRIVATE LIMITED,3451.0,Manufacturing,0.09826480970209157
IN32012FI,JAI BALAJI INDUSTRIES LIMITED,3462.0,Manufacturing,0.09800778449139406
IN0002597119,ETERNITY LIFESTYLES PRIVATE LIMITED,3827.0,Manufacturing,0.09786601517910366
IN0004020147,JAI AMBE VINIMAY PRIVATE LIMITED,5085.0,Wholesale Trade,0.09748444096278691
IN0009172236,P K P N SPINNING MILLS PRIVATE LIMITED,2281.0,Manufacturing,0.09710277342915118
IN0000219133,TRL KROSAKI REFRACTORIES LIMITED,3251.0,Manufacturing,0.0968695820127834
IN0004240182,KAJARIA SANITARYWARE PRIVATE LIMITED,3261.0,Manufacturing,0.09650478402618419
IN33654FI,LLOYDS ENTERPRISES LIMITED,3316.0,Manufacturing,0.0963007183774619
IN30788FI,ADOR WELDING LIMITED,3548.0,Manufacturing,0.09618912719335392
IN33869FI,TPL PLASTECH LIMITED,2655.0,Manufacturing,0.09479714342035299
IN0012056803,RAICAM AUTOMOTIVE PRIVATE LIMITED,3799.0,Manufacturing,0.09476911434638707
IN116985FI,ARTEMIS MEDICARE SERVICES LIMITED,8062.0,Services,0.0938285896881403
IN0003905464,INTRAEDGE TECHNOLOGIES PRIVATE LIMITED,7371.0,Services,0.09375324215302017
IN0002923238,FORTUNE GOURMET SPECIALITIES PRIVATE LIMITED,5147.0,Wholesale Trade,0.0933625824660838
IN0004895721,ZF INDIA PRIVATE LIMITED,3711.0,Manufacturing,0.09333933212122077
IN0000787223,AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,Services,0.09266371694229673
IN0000505063,ADEKA INDIA PRIVATE LIMITED,2879.0,Manufacturing,0.09191655282374213
IN0008307453,MERCEDES-BENZ INDIA PRIVATE LIMITED,3711.0,Manufacturing,0.09173494769762854
IN0000021213,FRANKE FABER INDIA PRIVATE LIMITED,2656.0,Manufacturing,0.09141147399474077
IN0010604402,H. K. JEWELS PRIVATE LIMITED,3911.0,Manufacturing,0.09139728559834333
IN254337FI,DYNAMIC CABLES LIMITED,3357.0,Manufacturing,0.08960993047748607
IN113613FI,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,3593.0,Manufacturing,0.08886015765390888
IN0002124963,CPC DIAGNOSTICS PRIVATE LIMITED,5962.0,Retail Trade,0.08879446103234641
IN621244FI,BRAND CONCEPTS LIMITED,3199.0,Manufacturing,0.0886997188135405
IN33449FI,LUMAX AUTO TECHNOLOGIES LIMITED,3711.0,Manufacturing,0.08732625465054061
IN0009946033,SATRAC ENGINEERING PRIVATE LIMITED,3523.0,Manufacturing,0.08723688928679678
IN0000221905,KRISHNA MARUTI LIMITED,3714.0,Manufacturing,0.086912162355455
IN113723FI,GREENLAM INDUSTRIES LIMITED,3083.0,Manufacturing,0.08689689517385214
IN0012426037,TACO AIR INTERNATIONAL THERMAL SYSTEMS PRIVATE LIMITED,3564.0,Manufacturing,0.0866646901097508
IN0002250404,DASHRATH SILVER ART PRIVATE LIMITED,3911.0,Manufacturing,0.08421747327462825
IN0010823719,UNO MINDARIKA PRIVATE LIMITED,3711.0,Manufacturing,0.08398563807987403
IN932757FI,EURO PANEL PRODUCTS LIMITED,3365.0,Manufacturing,0.08356940318839616
IN0003031282,GANGA FASHIONS PRIVATE LIMITED,5651.0,Retail Trade,0.08243886173553132
IN33002FI,STERLING TOOLS LIMITED,3714.0,Manufacturing,0.08202514837496512
IN0006286434,STESALIT LIMITED,3799.0,Manufacturing,0.08102747878813414
IN0000226164,MURLIDHAR RATANLAL EXPORTS LTD,5199.0,Wholesale Trade,0.08091633921708237
IN0003406808,GTN ENTERPRISES LIMITED,2299.0,Manufacturing,0.08089087960097759
IN0006902115,OTSUKA CHEMICAL (INDIA) PRIVATE LIMITED,2833.0,Manufacturing,0.08085650677446367
IN31340FI,APAR INDUSTRIES LIMITED,3531.0,Manufacturing,0.08078670409177958
IN32964FI,JBM AUTO LTD,3711.0,Manufacturing,0.08041094453968241
IN30331FI,SONATA SOFTWARE LIMITED,5045.0,Wholesale Trade,0.08024635093812192
IN0010733384,MAGIC INTERNATIONAL PRIVATE LIMITED,3679.0,Manufacturing,0.08011958638203205
IN0001209746,ALF ENGINEERING PRIVATE LIMITED,3499.0,Manufacturing,0.0797556214382625
IN0002044597,CHEEMA BOILERS LIMITED,3559.0,Manufacturing,0.07819080931684724
IN0013058134,LARK ENGINEERING COMPANY (INDIA) PRIVATE LIMITED,3569.0,Manufacturing,0.0779823497061068
IN0011437288,SIDDAPUR DISTILLERIES LIMITED,2085.0,Manufacturing,0.07761965937734332
IN0006497378,SYSTEMAIR INDIA PRIVATE LIMITED,3559.0,Manufacturing,0.07697900997907219
IN0000234815,ABI-SHOWATECH (INDIA) PRIVATE LIMITED,3714.0,Manufacturing,0.07680370104428812
IN0004904142,YG CUTTING TOOLS CORPORATION PRIVATE LIMITED,3545.0,Manufacturing,0.07668532506810202
IN0014708351,RATHOD JEWELLERY MANUFACTURING PRIVATE LIMITED,3911.0,Manufacturing,0.07654459248346236
IN925653FI,RAJSHREE POLYPACK LIMITED,3999.0,Manufacturing,0.0762954845161197
IN31369FI,GOKALDAS EXPORTS LIMITED,2389.0,Manufacturing,0.07601102768582278
IN0008569014,MONTANARI LIFTS COMPONENTS PRIVATE LIMITED,3562.0,Manufacturing,0.0758638043691265
IN117343FI,HEALTHCARE GLOBAL ENTERPRISES LIMITED,2021.0,Manufacturing,0.07574130238207352
IN34593FI,JTL INDUSTRIES LTD,3317.0,Manufacturing,0.07492169606360972
IN0015644141,HL KLEMOVE INDIA PRIVATE LIMITED,3799.0,Manufacturing,0.07457027984104121
IN0000231454,SIMPLEX ENGINEERING & FOUNDRY WORKS PRIVATE LIMITED,3556.0,Manufacturing,0.07426086205630936
IN0010170636,G.S. ALLOY CASTINGS PRIVATE LIMITED,3312.0,Manufacturing,0.0730393229676536
IN0014771628,KOKUYO RIDDHI PAPER PRODUCTS PRIVATE LIMITED,2678.0,Manufacturing,0.07144440582914316
IN0001832859,BLACK DIAMOND MOTORS PRIVATE LIMITED,3711.0,Manufacturing,0.07059924186438236
IN31417FI,NATIONAL PLASTIC TECHNOLOGIES LTD.,3089.0,Manufacturing,0.07035579270836821
IN0006344317,SUJA SHOEI INDUSTRIES PRIVATE LIMITED,3069.0,Manufacturing,0.07029290847159583
IN0003687061,HIRSCHVOGEL COMPONENTS INDIA PRIVATE LIMITED,3441.0,Manufacturing,0.07002085492814407
IN0013518888,JCB POWER PRODUCTS INDIA PRIVATE LIMITED,3612.0,Manufacturing,0.06995111327538138
IN34608FI,PG ELECTROPLAST LIMITED,3679.0,Manufacturing,0.06966481161951514
IN0002805928,EDWARDS LIFESCIENCES (INDIA) PRIVATE LIMITED,3841.0,Manufacturing,0.06909834570418984
IN0000239537,BIHAR FOUNDRY & CASTINGS LIMITED,3312.0,Manufacturing,0.06875907697186068
IN0001079495,ARMSTRONG INTERNATIONAL PRIVATE LIMITED,3612.0,Manufacturing,0.06842051510356706
IN621280FI,MMP INDUSTRIES LIMITED,3365.0,Manufacturing,0.06802008469184027
IN0001544796,BEAUTY CONCEPTS PRIVATE LIMITED,5199.0,Wholesale Trade,0.0660337550151794
IN0008150878,PEPE JEANS INDIA LIMITED,5131.0,Wholesale Trade,0.06320374949218213
IN33400FI,CORDS CABLE INDUSTRIES LTD,3496.0,Manufacturing,0.06279530565391873
IN0005765174,TRIVENI ALMIRAH PRIVATE LIMITED,3911.0,Manufacturing,0.06160421169285352
IN0001413536,BALAVIGNA WEAVING MILLS PRIVATE LIMITED,2281.0,Manufacturing,0.06141824506923499
IN0009024329,HOYA MEDICAL INDIA PRIVATE LIMITED,5085.0,Wholesale Trade,0.05969669554179315
IN31792FI,GABRIEL INDIA LIMITED,5012.0,Wholesale Trade,0.058414115398443094
IN0004187952,JUST-IN-TIME TRADING PRIVATE LIMITED,5085.0,Wholesale Trade,0.05573097372112353
IN0006709508,RICHEMONT INDIA PRIVATE LIMITED,5199.0,Wholesale Trade,0.05262140667042306
IN32052FI,SWISS MILITARY CONSUMER GOODS LIMITED,5099.0,Wholesale Trade,0.050864470736963784
IN0000248777,GOLDRUSH SALES & SERVICES LTD,5199.0,Wholesale Trade,0.049593790593329634
IN0011179751,MALABAR DIAMOND GALLERY PRIVATE LIMITED,5944.0,Retail Trade,0.047332409701198314
IN113688FI,APOLLO SINDOORI HOTELS LIMITED,5499.0,Retail Trade,0.04535278431020956
IN0014705657,AETAS RETAIL PRIVATE LIMITED,5999.0,Retail Trade,0.044204709130406084
IN0013387426,MITSUBISHI ELECTRIC INDIA PRIVATE LIMITED,5085.0,Wholesale Trade,0.044166794687839794
IN0010704343,LANSON MOTORS PRIVATE LIMITED,5085.0,Wholesale Trade,0.042275395871605524
