Name,SIC,BVD,Industry,Year,OM,RG
AICHELIN UNITHERM HEAT TREATMENT SYSTEMS INDIA PRIVATE LIMITED,3694.0,IN0000672939,Manufacturing,2021,0.09616178291374318,0.3959650317217651
AICHELIN UNITHERM HEAT TREATMENT SYSTEMS INDIA PRIVATE LIMITED,3694.0,IN0000672939,Manufacturing,2022,0.16336264719034088,0.27650691976987596
AICHELIN UNITHERM HEAT TREATMENT SYSTEMS INDIA PRIVATE LIMITED,3694.0,IN0000672939,Manufacturing,2023,0.16779189833200955,0.48043350410360586
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,Services,2017,0.09580499912207319,0.08394991235290683
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,Services,2018,0.08867763715915504,0.020314122463673145
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,Services,2019,0.14249339640489905,-0.08149997045625934
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,Services,2020,-0.0800732704320404,-0.42963021539826973
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,Services,2021,0.15698949484822522,0.4027791361882129
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,Services,2022,0.09939331424711843,0.291000504415337
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,Services,2023,0.1178245062454509,0.20013138917267992
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,Manufacturing,2017,0.0665829137479376,0.25869783723688355
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,Manufacturing,2018,0.06656699089782044,0.2290626031646663
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,Manufacturing,2019,0.06275179555131945,-0.2668470552271386
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,Manufacturing,2020,0.06301930042266776,0.10623333405646296
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,Manufacturing,2021,0.06421564275590774,0.46263747308025316
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,Manufacturing,2022,0.08534325842359418,0.31233572798478426
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,Manufacturing,2023,0.08970796313528556,0.1275693447808568
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,Manufacturing,2017,0.022559584027153447,0.23858543342013516
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,Manufacturing,2018,0.07704842344733949,0.027482744882113774
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,Manufacturing,2019,0.1690603052108222,0.1761376627661837
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,Manufacturing,2020,0.15925058155312533,0.46440518470733716
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,Manufacturing,2021,0.1752027741484126,0.6286606491101265
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,Manufacturing,2022,0.20327420946812488,0.320891077943837
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,Manufacturing,2023,0.2620077639538163,0.14007272710849783
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,Services,2017,0.08578531963224009,0.2354844958933493
