Name,SIC,BVD,Year,EBIT,Turnover,Profit,OM,RG,Industry,OM_ind_avg,RG_ind_avg,OM_above,RG_above,is_breakaway_after
ADANI LOGISTICS LIMITED,4789.0,IN0000257167,2022,18.6670143658221,128.199206815463,7.88887713563815,0.1456094372931061,0.1482076328747776,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0915041512513964,0.0724121227983332,1,1,True
ADANI LOGISTICS LIMITED,4789.0,IN0000257167,2023,16.9042475774037,158.568742037473,3.31279943998251,0.1066051692168238,0.2368933160852202,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0999874752300307,0.055984547555087,1,1,True
ADANI LOGISTICS SERVICES LIMITED,4131.0,IN0000242725,2021,7.85318278380763,32.8091702846289,8.2698060376849,0.2393593838454015,0.2409638049170579,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0921763307993986,0.1730626336559204,1,1,True
ADANI LOGISTICS SERVICES LIMITED,4131.0,IN0000242725,2022,9.93959913887456,39.1316640735716,8.248584215682,0.2540039984036221,0.1927050801374514,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0915041512513964,0.0724121227983332,1,1,True
ADANI LOGISTICS SERVICES LIMITED,4131.0,IN0000242725,2023,9.63879615626484,42.8615684213936,8.02760842858721,0.2248820216166845,0.0953167833805737,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0999874752300307,0.055984547555087,1,1,True
ADANI PETRONET (DAHEJ) PORT LIMITED,4491.0,IN0000501773,2021,27.4852757081455,56.4253228339553,24.6373234111555,0.4871088782075266,0.4125697238738406,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0921763307993986,0.1730626336559204,1,1,True
ADANI PETRONET (DAHEJ) PORT LIMITED,4491.0,IN0000501773,2022,41.9597323672213,75.3675122226067,46.9393900075443,0.5567350059703225,0.3357036953850176,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0915041512513964,0.0724121227983332,1,1,True
ADANI PETRONET (DAHEJ) PORT LIMITED,4491.0,IN0000501773,2023,46.5644539804943,80.4845787977139,45.7836340575293,0.5785512538684855,0.0678948584635954,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0999874752300307,0.055984547555087,1,1,True
ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,4499.0,IN33528FI,2021,999.155773066264,2286.41781141153,644.534628484305,0.4369961465833014,0.3285590771561248,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0921763307993986,0.1730626336559204,1,1,True
ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,4499.0,IN33528FI,2022,1171.75305019803,2563.58008311391,645.712765229866,0.4570768270186956,0.1212211828997573,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0915041512513964,0.0724121227983332,1,1,True
ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,4499.0,IN33528FI,2023,1483.86610358777,3251.21781585841,972.803271888941,0.4564031657153026,0.2682333730371495,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.0999874752300307,0.055984547555087,1,1,True
ADEKA INDIA PRIVATE LIMITED,2879.0,IN0000505063,2021,1.11960491560586,10.6981142555075,0.818867907028645,0.1046544174857242,0.3993156995525619,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
ADEKA INDIA PRIVATE LIMITED,2879.0,IN0000505063,2022,1.09168556736782,13.4715130167529,0.84190722842887,0.0810365967067115,0.2592418341220861,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
ADEKA INDIA PRIVATE LIMITED,2879.0,IN0000505063,2023,1.46469103736896,16.2637473515011,1.12995797423366,0.0900586442787905,0.2072695421275867,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
ADIDAS INDIA MARKETING PRIVATE LIMITED,7389.0,IN0000228057,2021,26.8708345675841,201.353175669909,19.7738738423213,0.1334512578616349,0.5912702902328153,Services,0.0749806056835474,0.247457376364715,1,1,True
ADIDAS INDIA MARKETING PRIVATE LIMITED,7389.0,IN0000228057,2022,43.0325167104602,308.829460654408,31.3682477660477,0.1393407112756487,0.5337700020221767,Services,0.0796014649326658,0.1232445915102364,1,1,True
ADIDAS INDIA MARKETING PRIVATE LIMITED,7389.0,IN0000228057,2023,32.1083707185462,365.749965144321,21.2536544315517,0.0877877615268577,0.1843104746849562,Services,0.0866306222241057,0.0996059907798194,1,1,True
ADOR WELDING LIMITED,3548.0,IN30788FI,2021,7.1167477904819,87.5749123845249,5.95722576864064,0.0812646863891065,0.4256029916234636,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
ADOR WELDING LIMITED,3548.0,IN30788FI,2022,10.4881116900593,94.8868209760636,7.2114129897207,0.110532859907964,0.0834931876315616,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
ADOR WELDING LIMITED,3548.0,IN30788FI,2023,10.308981932234,106.530944297742,7.57911074226722,0.0967698352829911,0.1227159177839436,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
ADROITEC INFORMATION SYSTEMS PRIVATE LIMITED,7389.0,IN0000482124,2021,1.08033022942124,7.85773380880803,0.82032027761573,0.137486234034838,0.3966907605985115,Services,0.0749806056835474,0.247457376364715,1,1,True
ADROITEC INFORMATION SYSTEMS PRIVATE LIMITED,7389.0,IN0000482124,2022,1.54623689806312,10.2048596967284,1.12956342591494,0.1515196625935809,0.298702646975568,Services,0.0796014649326658,0.1232445915102364,1,1,True
ADROITEC INFORMATION SYSTEMS PRIVATE LIMITED,7389.0,IN0000482124,2023,2.41243370792083,12.6555341090817,1.80933007860528,0.1906228284896842,0.240147781075223,Services,0.0866306222241057,0.0996059907798194,1,1,True
AETAS RETAIL PRIVATE LIMITED,5999.0,IN0014705657,2021,0.488476683376357,11.7146285613216,0.463861574243754,0.0416980086751678,0.4151229998974231,Retail Trade,0.0330910750649534,0.1862526454412691,1,1,True
AETAS RETAIL PRIVATE LIMITED,5999.0,IN0014705657,2022,0.708358038637787,16.4095100515075,0.457266101110727,0.0431675312921796,0.4007708367030154,Retail Trade,0.0350036431584538,0.1722777621837166,1,1,True
AETAS RETAIL PRIVATE LIMITED,5999.0,IN0014705657,2023,0.937055872527882,19.6247873096121,0.356262583284639,0.0477485874238707,0.195939869503247,Retail Trade,0.0338135932984232,0.0859516531428992,1,1,True
AFFLE (INDIA) LTD,7319.0,IN001037176IND,2021,25.9987526464928,144.497682038089,28.2134528995864,0.1799250498678562,1.0342484918939965,Services,0.0749806056835474,0.247457376364715,1,1,True
AFFLE (INDIA) LTD,7319.0,IN001037176IND,2022,30.3537361157313,175.185521483682,29.7492375062034,0.1732662371790733,0.2123759980973523,Services,0.0796014649326658,0.1232445915102364,1,1,True
AFFLE (INDIA) LTD,7319.0,IN001037176IND,2023,35.7217318551429,221.269733291082,35.6549243747909,0.1614397564629894,0.2630594778444211,Services,0.0866306222241057,0.0996059907798194,1,1,True
AFFORDABLE ROBOTIC & AUTOMATION LIMITED,3711.0,IN897186FI,2021,0.682139286364429,10.6978768107248,0.312530099447817,0.0637639877924723,0.4012510154941966,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
AFFORDABLE ROBOTIC & AUTOMATION LIMITED,3711.0,IN897186FI,2022,0.858424514379352,13.8408409901597,0.262877835970372,0.0620211239324011,0.2937932671167074,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
AFFORDABLE ROBOTIC & AUTOMATION LIMITED,3711.0,IN897186FI,2023,1.48726404958125,19.5989518854329,0.770924739609472,0.0758848768176563,0.4160231953655846,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
AGI INFRA LIMITED,1541.0,IN114098FI,2021,6.2937905566413,26.3980951967454,4.80440496622026,0.2384183597238204,0.7289060364649869,Construction,0.1084854155431605,0.1763543084836143,1,1,True
AGI INFRA LIMITED,1541.0,IN114098FI,2022,7.02176827503741,29.9390038503855,5.85208171002567,0.2345358018632606,0.1341350058498409,Construction,0.1048293758920461,0.1071092586571771,1,1,True
AGI INFRA LIMITED,1541.0,IN114098FI,2023,8.75114423554484,36.1492517527491,6.24834651380498,0.2420836894605799,0.2074300111452651,Construction,0.1142143214206921,0.1122661183664435,1,1,True
AGRASEN SPONGE PRIVATE LIMITED,3312.0,IN0000620152,2021,1.79271074712891,15.0048969568071,1.1094712999383,0.1194750455327606,0.3864326486637266,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
AGRASEN SPONGE PRIVATE LIMITED,3312.0,IN0000620152,2022,3.66800512419641,19.2670625519853,2.53626574654616,0.190376976993748,0.2840516404375994,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
AGRASEN SPONGE PRIVATE LIMITED,3312.0,IN0000620152,2023,4.08540216280585,21.5664537712903,2.81547112278119,0.1894331912947329,0.1193431127916313,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
AICHELIN UNITHERM HEAT TREATMENT SYSTEMS INDIA PRIVATE LIMITED,3694.0,IN0000672939,2021,0.614718159474432,6.39254120346159,0.393103029020131,0.0961617829137431,0.3959650317217651,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
AICHELIN UNITHERM HEAT TREATMENT SYSTEMS INDIA PRIVATE LIMITED,3694.0,IN0000672939,2022,1.33305930793285,8.16012308113277,1.00830854587257,0.1633626471903408,0.2765069197698759,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
AICHELIN UNITHERM HEAT TREATMENT SYSTEMS INDIA PRIVATE LIMITED,3694.0,IN0000672939,2023,2.02701331768185,12.0805196069181,1.41770990621299,0.1677918983320095,0.4804335041036058,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,2021,12.1622911248393,77.4720062421858,4.55140755032841,0.1569894948482252,0.4027791361882129,Services,0.0749806056835474,0.247457376364715,1,1,True
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,2022,9.94096138926223,100.01639913673,5.70427754296362,0.0993933142471184,0.291000504415337,Services,0.0796014649326658,0.1232445915102364,1,1,True
AIR INDIA SATS AIRPORT SERVICES PRIVATE LIMITED,7389.0,IN0000570117,2023,14.1428077539923,120.032820036013,8.78603525176458,0.1178245062454509,0.2001313891726799,Services,0.0866306222241057,0.0996059907798194,1,1,True
AKRY ORGANICS PVT LTD,2869.0,IN0001060236,2021,14.1337687722594,84.3099147095997,9.86200521898456,0.1676406484449936,0.7509169792343098,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
AKRY ORGANICS PVT LTD,2869.0,IN0001060236,2022,15.3551136559121,101.49446513325,10.3485880592823,0.1512901578992774,0.2038259732896354,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
AKRY ORGANICS PVT LTD,2869.0,IN0001060236,2023,21.156021955777,116.990932725063,15.1181609846465,0.1808347148192685,0.1526828834603739,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,2021,8.32990595044382,129.717707289903,4.69622248497885,0.0642156427559077,0.4626374730802531,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,2022,14.528254429087,170.233181828812,9.10252060155198,0.0853432584235941,0.3123357279847842,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
ALF ENGINEERING PRIVATE LIMITED,3499.0,IN0001209746,2023,17.2194181628991,191.949717294674,10.4412295585107,0.0897079631352855,0.1275693447808568,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
ALLEGION INDIA PRIVATE LIMITED,8721.0,IN0012153694,2021,1.98055331466719,14.8435967585538,1.45052379433066,0.1334281270828697,0.4175187977236807,Services,0.0749806056835474,0.247457376364715,1,1,True
ALLEGION INDIA PRIVATE LIMITED,8721.0,IN0012153694,2022,3.16577259734273,19.5103446593881,2.28931042827666,0.1622612338536728,0.3143946832256159,Services,0.0796014649326658,0.1232445915102364,1,1,True
ALLEGION INDIA PRIVATE LIMITED,8721.0,IN0012153694,2023,3.56898273851722,26.2926416210458,2.50977832381614,0.1357407441198471,0.3476256867863252,Services,0.0866306222241057,0.0996059907798194,1,1,True
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,2021,5.78776934210397,33.0346900626197,3.84206764497608,0.1752027741484126,0.6286606491101265,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,2022,8.86991634785756,43.6352273663543,6.01084469493851,0.2032742094681248,0.320891077943837,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
ALP AEROFLEX INDIA PRIVATE LIMITED,3069.0,IN0000750234,2023,13.0341873933217,49.7473326615589,9.19214557083789,0.2620077639538163,0.1400727271084978,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,2021,10.3281357100401,76.5337431836249,6.98173404880334,0.1349487857304998,0.4611728280402853,Services,0.0749806056835474,0.247457376364715,1,1,True
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,2022,12.4198192286231,86.7183784372062,7.42667287687212,0.1432201507044604,0.13307378980727,Services,0.0796014649326658,0.1232445915102364,1,1,True
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,2023,20.4214515201077,102.563347591178,13.4875547092687,0.1991106179715243,0.182717544302853,Services,0.0866306222241057,0.0996059907798194,1,1,True
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,2021,1.75039017203823,4.80582699664067,0.589202079305518,0.3642224685286785,0.7375962075527838,"Finance, Insurance, and Real Estate",0.1033284792050446,0.2958881464698781,1,1,True
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,2022,4.00466706308387,8.79223280320577,1.08942447498329,0.4554778237473094,0.8294942388379034,"Finance, Insurance, and Real Estate",0.0964221879735122,0.1119655028446446,1,1,True
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,2023,8.5016860634434,14.2444546756689,2.39643709453745,0.5968418066551342,0.6201180058011173,"Finance, Insurance, and Real Estate",0.1358414918316999,0.2601546690668401,1,1,True
ALUFLUORIDE LIMITED,3355.0,IN31219FI,2021,1.01671217646636,11.6023831360219,0.464719013736583,0.0876295985528848,1.2153607449449502,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
ALUFLUORIDE LIMITED,3355.0,IN31219FI,2022,2.39130892605335,16.5548208138421,1.55907124278694,0.1444478894059601,0.4268465900289377,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
ALUFLUORIDE LIMITED,3355.0,IN31219FI,2023,2.67103982710745,19.4194592564441,2.11848079437204,0.1375445006905174,0.1730395317964885,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
AMAZON DATA SERVICES INDIA PRIVATE LIMITED,7374.0,IN0015803827,2021,67.6585716726258,468.847914678976,43.1094194240868,0.1443081424793201,0.3507300217393649,Services,0.0749806056835474,0.247457376364715,1,1,True
AMAZON DATA SERVICES INDIA PRIVATE LIMITED,7374.0,IN0015803827,2022,100.064588744193,627.88796216622,62.3472811356187,0.1593669488406325,0.3392145779215847,Services,0.0796014649326658,0.1232445915102364,1,1,True
AMAZON DATA SERVICES INDIA PRIVATE LIMITED,7374.0,IN0015803827,2023,124.847228542902,804.484403886832,71.6891041407362,0.1551891222995846,0.2812547020512266,Services,0.0866306222241057,0.0996059907798194,1,1,True
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,2021,0.499666928326618,5.54445571593037,0.239862761999387,0.0901201044659751,9.200395946035698,Services,0.0749806056835474,0.247457376364715,1,1,True
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,2022,1.00923901153915,11.5240629721466,0.504330635709688,0.0875766657973371,1.0784840861900258,Services,0.0796014649326658,0.1232445915102364,1,1,True
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,2023,1.31744471195759,13.1357779424386,0.633704333915561,0.1002943805635779,0.1398564876109647,Services,0.0866306222241057,0.0996059907798194,1,1,True
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,2021,2.05256504068803,11.6427355576921,-1.10725778690912,0.1762957709137304,1.28977301699887,Services,0.0749806056835474,0.247457376364715,1,1,True
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,2022,3.79768649592251,15.667533619374,0.5142495213449,0.242392107665651,0.3456917871009106,Services,0.0796014649326658,0.1232445915102364,1,1,True
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,2023,3.7799480476575,25.0287448437437,-3.28995056205243,0.1510242751386853,0.5974910570987324,Services,0.0866306222241057,0.0996059907798194,1,1,True
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,2021,0.925849972980097,10.3222761004599,0.341475937588047,0.0896943623644059,0.6953539355652014,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,2022,2.39130649346337,17.1824314607508,1.35694490892664,0.1391716008834805,0.6645971579839112,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,2023,2.2897586220515,18.9172025382237,1.56603450675607,0.1210410798015648,0.1009619087633537,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
ANANT RAJ LIMITED,6531.0,IN31281FI,2021,7.81195973126777,60.9260623059459,7.24039056534786,0.1282203286343911,0.7937559096880813,"Finance, Insurance, and Real Estate",0.1033284792050446,0.2958881464698781,1,1,True
ANANT RAJ LIMITED,6531.0,IN31281FI,2022,21.9603519816101,116.39246107604,18.3801998444684,0.1886750377007944,0.91038870182623,"Finance, Insurance, and Real Estate",0.0964221879735122,0.1119655028446446,1,1,True
ANANT RAJ LIMITED,6531.0,IN31281FI,2023,37.8714934230801,177.908991850426,31.8956182793211,0.2128700355680725,0.5285267637239566,"Finance, Insurance, and Real Estate",0.1358414918316999,0.2601546690668401,1,1,True
ANGEL ONE LIMITED,6211.0,IN001577512IND,2021,141.203795247944,250.810813271366,82.4203818949405,0.5629892643231768,0.6925852392419038,"Finance, Insurance, and Real Estate",0.1033284792050446,0.2958881464698781,1,1,True
ANGEL ONE LIMITED,6211.0,IN001577512IND,2022,169.080207156949,302.186300683543,108.244659063146,0.5595230716100993,0.2048376094398729,"Finance, Insurance, and Real Estate",0.0964221879735122,0.1119655028446446,1,1,True
ANGEL ONE LIMITED,6211.0,IN001577512IND,2023,201.1334549582,418.209909397243,134.997647658214,0.4809389984280605,0.3839472816976002,"Finance, Insurance, and Real Estate",0.1358414918316999,0.2601546690668401,1,1,True
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,2021,4.16201129819266,20.1620960619207,3.09153106983751,0.206427510582755,0.2687020871635199,Services,0.0749806056835474,0.247457376364715,1,1,True
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,2022,3.88046753287315,23.2423025741056,2.6786464542523,0.1669571042068957,0.1527721375161166,Services,0.0796014649326658,0.1232445915102364,1,1,True
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,2023,2.76225542640314,27.2363422591239,1.73483554005623,0.1014180024660915,0.1718435457194369,Services,0.0866306222241057,0.0996059907798194,1,1,True
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,2021,76.1947116081603,1235.62307467405,33.8662216913886,0.0616650119036179,0.4210650564091289,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,2022,149.978902502358,1744.86030235514,77.5655640378594,0.0859546763141569,0.412129910907842,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,2023,183.664198408276,1938.60435221065,98.9650271332823,0.0947404240575639,0.1110369979728476,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,2021,11.3634292598849,109.812116230969,7.41804675171133,0.1034806508599112,0.4116645024191812,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,2022,17.2255345225707,122.70689300023,12.8918754767999,0.1403795182275409,0.1174258106650023,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,2023,24.9622492115945,143.154397225212,18.5312196218036,0.1743729127113268,0.1666369649253825,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
APOLLO SINDOORI HOTELS LIMITED,5499.0,IN113688FI,2021,1.26171561800968,27.7281685293987,1.95307567676622,0.0455030276042916,0.1881136427333538,Retail Trade,0.0330910750649534,0.1862526454412691,1,1,True
APOLLO SINDOORI HOTELS LIMITED,5499.0,IN113688FI,2022,2.20939984750003,45.5769815015271,2.0573629738763,0.0484762214326545,0.6437068843261051,Retail Trade,0.0350036431584538,0.1722777621837166,1,1,True
APOLLO SINDOORI HOTELS LIMITED,5499.0,IN113688FI,2023,2.64198996760789,62.7862697428912,1.32758577562682,0.0420791038936824,0.3775872748568811,Retail Trade,0.0338135932984232,0.0859516531428992,1,1,True
ARCVAC FORGE CAST PRIVATE LIMITED,3312.0,IN0001093156,2021,2.81139899184182,29.1937436846728,5.35738748221099,0.0963014206813719,0.3497128394813609,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
ARCVAC FORGE CAST PRIVATE LIMITED,3312.0,IN0001093156,2022,4.20816172880679,37.285437746834,2.53180316023156,0.1128634121819882,0.2771721965350224,Manufacturing,0.0525083011922881,0.08321240641683195,1,1,True
ARCVAC FORGE CAST PRIVATE LIMITED,3312.0,IN0001093156,2023,4.593416078615,40.6593204021063,2.62625362753216,0.112973262543194,0.0904879454059457,Manufacturing,0.0570018264388051,0.0419918991478581,1,1,True
ARMSTRONG INTERNATIONAL PRIVATE LIMITED,3612.0,IN0001079495,2021,0.966004523998126,15.5528970897757,0.673287872523069,0.0621109056674184,0.5121845286348816,Manufacturing,0.055870393051005246,0.30641186231527423,1,1,True
