BVD,Name,SIC,Industry,OM
IN0014220586,OAKNORTH GLOBAL PRIVATE LIMITED,7371.0,Services,0.1276643107598284
IN621270FI,TARA CHAND LOGISTIC SOLUTIONS LIMITED,7389.0,Services,0.12711486373206016
IN33041FI,STYLAM INDUSTRIES LTD,2672.0,Manufacturing,0.12685721210445564
IN31847FI,ORIENTAL AROMATICS LTD,2899.0,Manufacturing,0.12456994981385681
IN918732FI,SUMITOMO CHEMICAL INDIA LTD,2899.0,Manufacturing,0.12347804925560107
IN0008730323,NU HOSPITALS PRIVATE LIMITED,8062.0,Services,0.12287780944522197
IN0010020822,ONEIRO LIFECARE PRIVATE LIMITED,2834.0,Manufacturing,0.12201900639384507
GBFC029279,BARCLAYS GLOBAL SERVICE CENTRE PRIVATE LIMITED,6021.0,"Finance, Insurance, and Real Estate",0.1212139824584154
IN0004978272,WEILBURGER COATINGS (INDIA) PRIVATE LIMITED,2851.0,Manufacturing,0.12119245963218069
IN0003662134,HYOSEONG ELECTRIC INDIA PRIVATE LIMITED,5013.0,Wholesale Trade,0.11984430116465254
IN34172FI,JUBILANT FOODWORKS LIMITED,5812.0,Retail Trade,0.11943856545056442
IN0006108089,SPC LIFE SCIENCES LIMITED,2834.0,Manufacturing,0.11936181873576364
IN117612FI,PSP PROJECTS LIMITED,8741.0,Services,0.11913110155025765
IN108449FI,H.G. INFRA ENGINEERING LIMITED,1611.0,Construction,0.11817780057549167
IN0014384021,ARAVALI TECHNICAL SERVICES PRIVATE LIMITED,7389.0,Services,0.11800560010132022
IN0000512835,AET LABORATORIES PRIVATE LIMITED,2833.0,Manufacturing,0.11754025733843206
IN30074FI,RELIANCE INDUSTRIES LIMITED,2821.0,Manufacturing,0.1160470655687878
IN32423FI,PRIVI SPECIALITY CHEMICALS LIMITED,2899.0,Manufacturing,0.11543642212427979
IN0015755595,GOTO TECHNOLOGIES INDIA PRIVATE LIMITED,7375.0,Services,0.11532880109500138
IN0010783832,HL MANDO SOFTTECH INDIA PRIVATE LIMITED,7375.0,Services,0.11477281261191156
IN0006103892,SPARSH BIO-TECH PRIVATE LIMITED,2834.0,Manufacturing,0.11440839434140411
IN32914FI,HLE GLASCOAT LIMITED,2899.0,Manufacturing,0.1143832218515219
IN0003557159,HI-TECH CHEMICALS LIMITED,2819.0,Manufacturing,0.11294601266969699
IN0001594218,BESMAK COMPONENTS PRIVATE LIMITED,3089.0,Manufacturing,0.11212181346577388
IN30813FI,GUFIC BIOSCIENCES LIMITED,5122.0,Wholesale Trade,0.11209832885227237
IN0014703189,RYAN INDIA TAX SERVICES PRIVATE LIMITED,7389.0,Services,0.11185969696063225
IN0000557183,AAKAR FOUNDRY PRIVATE LIMITED,3321.0,Manufacturing,0.11181787382539543
IN0003119282,GENESYS TELECOM LABS INDIA PRIVATE LIMITED,7371.0,Services,0.11155028710396274
IN0000023056,ARGO-HYTOS PRIVATE LIMITED,2999.0,Manufacturing,0.1099378878610635
IN0000401452,SIGMA ALDRICH CHEMICALS PRIVATE LIMITED,2813.0,Manufacturing,0.10986005025431406
IN116765FI,GUJARAT GAS LIMITED,4923.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.10938847980427979
IN0003627406,HRS PROCESS SYSTEMS LIMITED,3433.0,Manufacturing,0.10905730256061401
IN0014920153,FOURKITES INDIA PRIVATE LIMITED,7389.0,Services,0.10869324377061289
IN30332FI,ESAB INDIA LIMITED,3496.0,Manufacturing,0.10859129964818175
IN0001586453,BERRY ALLOYS LIMITED,3321.0,Manufacturing,0.10831733098462352
IN0001538829,BC MANAGEMENT SERVICES PRIVATE LIMITED,8742.0,Services,0.10793721806746144
IN508884FI,AAKASH EXPLORATION SERVICES LIMITED,1381.0,Mining,0.10772537389098856
IN0014580181,VIKRAN ENGINEERING PRIVATE LIMITED,7299.0,Services,0.106943768241329
IN35325FI,POLYCAB INDIA LIMITED,3357.0,Manufacturing,0.1061341655777648
IN0010100905,PRINCIPAL GLOBAL SERVICES PRIVATE LIMITED,4311.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.10602811201725704
IN0001948575,CELEBI AIRPORT SERVICES INDIA PRIVATE LIMITED,4789.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.10548732344613193
IN0007779924,ECO PROTECTION ENGINEERS PRIVATE LIMITED,4941.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.10508363082523263
IN0000252668,METROCHEM API PRIVATE LIMITED,2833.0,Manufacturing,0.10443851875384132
IN0000401808,AGAPPE DIAGNOSTICS LIMITED,3844.0,Manufacturing,0.10364081225372052
IN0007964882,HEERU CORROSION PROTECTION SERVICES INDIA PRIVATE LIMITED,3999.0,Manufacturing,0.10351844012963407
IN0001831344,BRILLIANT POLYMERS PRIVATE LIMITED,2834.0,Manufacturing,0.10335371615867249
IN31560FI,KIRLOSKAR PNEUMATIC COMPANY LIMITED,3563.0,Manufacturing,0.10200274224417939
IN0013367727,SRI KAUVERY MEDICAL CARE (INDIA) LIMITED,8062.0,Services,0.10167049803405086
IN002003598IND,BHARAT PARENTERALS LIMITED,2833.0,Manufacturing,0.10069031767911378
IN30629FI,KALPATARU PROJECTS INTERNATIONAL LIMITED,4911.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.10047371258922999
IN0005473588,UBISOFT ENTERTAINMENT INDIA PRIVATE LIMITED,7371.0,Services,0.10042957738387932
IN0002486204,DISPOSAFE HEALTH AND LIFE CARE LIMITED,3321.0,Manufacturing,0.1003866603576324
IN104435FI,ASARFI HOSPITAL LIMITED,8062.0,Services,0.1001257004063734
IN0000900825,ANTON PAAR INDIA PRIVATE LIMITED,2678.0,Manufacturing,0.09939305517679946
IN0007648291,MSS INDIA PRIVATE LIMITED,3339.0,Manufacturing,0.09935426028171024
IN30309FI,TITAN COMPANY LIMITED,3873.0,Manufacturing,0.09895612070767938
IN0013126521,SHIN-ETSU POLYMER INDIA PRIVATE LIMITED,3559.0,Manufacturing,0.09803167519164978
IN0005846136,SCORPIO MARINE MANAGEMENT (INDIA) PRIVATE LIMITED,4173.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.09645180217844807
IN0001583049,INDITEX TRENT RETAIL INDIA PRIVATE LIMITED,7389.0,Services,0.0964118689201241
IN0007759028,EPICU AGRO PRODUCTS PRIVATE LIMITED,2037.0,Manufacturing,0.09624842789230888
IN0005816477,TVM SIGNALLING AND TRANSPORTATION SYSTEMS PRIVATE LIMITED,7371.0,Services,0.09581862476476366
IN30755FI,KENNAMETAL INDIA LIMITED,3541.0,Manufacturing,0.09503280709506562
IN0011694911,SUREPREP (INDIA) PRIVATE LIMITED,7371.0,Services,0.0944327500140983
IN0000737001,ALCOBREW DISTILLERIES INDIA LIMITED,2084.0,Manufacturing,0.09438136077894692
IN0007425033,NISSAN TRADING INDIA PRIVATE LIMITED,7538.0,Services,0.09418162911918541
IN31558FI,UNIVERSAL CABLES LIMITED,3699.0,Manufacturing,0.09373603430996254
IN0010355461,FORTREA DEVELOPMENT INDIA PRIVATE LIMITED,7389.0,Services,0.09372545630059552
IN0006509652,SYNOPSYS (INDIA) EDA SOFTWARE PRIVATE LIMITED,7371.0,Services,0.09256863026023453
IN0003542045,HASTI PETRO CHEMICAL AND SHIPPING LIMITED,2999.0,Manufacturing,0.0925230989229333
IN0012162509,GLOWSTONE INDUSTRIES PRIVATE LIMITED,1499.0,Mining,0.09247125491601878
IN0011723147,OG CORPORATION INDIA PRIVATE LIMITED,2834.0,Manufacturing,0.0915365700094402
IN0007428776,NM AUTOMATION & CONTROL PRIVATE LIMITED,7389.0,Services,0.09093599837186327
IN0016163415,RESERVE BANK INFORMATION TECHNOLOGY PRIVATE LIMITED,7375.0,Services,0.09093121771582657
IN106142FI,INNOVA CAPTAB LIMITED,2834.0,Manufacturing,0.09070206403800292
IN0006494592,SYMEGA FOOD INGREDIENTS LIMITED,5141.0,Wholesale Trade,0.09063216298898573
IN32512FI,SALZER ELECTRONICS LIMITED,3629.0,Manufacturing,0.09012936884260155
IN34028FI,REGENCY HOSPITAL LIMITED,8062.0,Services,0.08967373343738223
IN31271FI,APOLLO PIPES LIMITED,3089.0,Manufacturing,0.08905672409037667
IN33500FI,MAHINDRA CIE AUTOMOTIVE LIMITED,3714.0,Manufacturing,0.08879768627463402
IN33817FI,KULKARNI POWER TOOLS LIMITED,3699.0,Manufacturing,0.08805856363056659
IN0012600781,SILVERTON PULP AND PAPERS PRIVATE LIMITED,2655.0,Manufacturing,0.08719668243281246
IN0008136163,OC SPECIALITIES PRIVATE LIMITED,2869.0,Manufacturing,0.0868786968124709
IN737269FI,POWER & INSTRUMENTATION (GUJARAT) LIMITED,3699.0,Manufacturing,0.08635570019322307
IN0009640468,UNIFIED DATA- TECH SOLUTIONS PRIVATE LIMITED,5085.0,Wholesale Trade,0.08621977841734908
IN0005803261,TUAMAN ENGINEERING LIMITED,8711.0,Services,0.0853835729042008
IN0003342633,GREAT VALUE FUELS PRIVATE LIMITED,5199.0,Wholesale Trade,0.08401802557743909
IN0007813441,DONGSUNG PRECISION COMPANY PRIVATE LIMITED,5013.0,Wholesale Trade,0.08323899122847672
IN0007854577,EAST HOOGHLY POLYPLAST PRIVATE LIMITED,3089.0,Manufacturing,0.08289708025653726
IN0007826087,DOEHLER INDIA PRIVATE LIMITED,2037.0,Manufacturing,0.08264800006318185
IN0009853313,SACHIN INDUSTRIES LIMITED,3569.0,Manufacturing,0.08232430745374375
IN32997FI,CONFIDENCE PETROLEUM INDIA LTD,1321.0,Mining,0.08202864406369205
IN0007489735,LEA ASSOCIATES SOUTH ASIA PRIVATE LIMITED,7389.0,Services,0.08124379114535597
IN0015523066,TRINITY CYCLES INDIA PRIVATE LIMITED,7389.0,Services,0.08110191464104455
IN0003395043,GROTH CONTINENTAL MANUFACTURING PRIVATE LIMITED,3559.0,Manufacturing,0.08089674763965383
IN0011078717,MICROLAND LIMITED,8062.0,Services,0.08026905217504644
IN0012935603,MARELLI TALBROS CHASSIS SYSTEMS PRIVATE LIMITED,3714.0,Manufacturing,0.08021770876293943
IN0014456042,NATUR TEC INDIA PRIVATE LIMITED,3089.0,Manufacturing,0.0800871365688817
IN40011FI,V-MART RETAIL LIMITED,5999.0,Retail Trade,0.08005590421639379
IN0009132394,M B ISPAT CORPORATION LIMITED,3312.0,Manufacturing,0.07933741246792352
IN37452FI,BIKAJI FOODS INTERNATIONAL LIMITED,2099.0,Manufacturing,0.07921802255006226
IN0008367129,LSG SKY CHEFS INDIA PRIVATE LIMITED,5812.0,Retail Trade,0.07907247462594107
IN0012993082,CONTINENTAL ENGINEERING & POWER PRIVATE LIMITED,3559.0,Manufacturing,0.07890590338259414
IN121081FI,KAPSTON FACILITIES MANAGEMENT LIMITED,7389.0,Services,0.07815795094037942
IN0010246491,ASHOK LEYLAND DEFENCE SYSTEMS LIMITED,3711.0,Manufacturing,0.07804228461471817
IN0009420721,ADS SPIRITS PRIVATE LIMITED,2519.0,Manufacturing,0.07757771691230886
IN31496FI,UNO MINDA LIMITED,3714.0,Manufacturing,0.07732564044889005
IN0012359434,OUTSHINY INDIA PRIVATE LIMITED,3161.0,Manufacturing,0.07644549987986694
IN0008632021,ACHAL JEWELS PRIVATE LIMITED,3911.0,Manufacturing,0.07636311136769235
IN0002446027,DHARMESH TEXTILES LIMITED,2299.0,Manufacturing,0.0760239592910736
IN0015507213,BONZA VITRIFIED PRIVATE LIMITED,3251.0,Manufacturing,0.07470190371501365
IN0013281663,ORCH LABORATORIES INDIA PRIVATE LIMITED,2834.0,Manufacturing,0.07451723061864785
IN0009757564,R. S. FOILS PRIVATE LIMITED,3312.0,Manufacturing,0.07415202072716827
IN0003897853,INTERNATIONAL PACKAGING PRODUCTS PRIVATE LIMITED,2621.0,Manufacturing,0.07408558408832604
IN0011729496,BAI-KAKAJI POLYMERS PRIVATE LIMITED,2084.0,Manufacturing,0.07401264538381501
IN0011621189,NIF ISPAT LIMITED,3312.0,Manufacturing,0.07370601961933326
IN496274FI,ZODIAC ENERGY LIMITED,3612.0,Manufacturing,0.07369815075773366
IN31294FI,HIL LTD,3241.0,Manufacturing,0.07353201057100561
IN0000558271,ABAD OVERSEAS PRIVATE LIMITED,5085.0,Wholesale Trade,0.07255783946597709
IN511568FI,ACCENT MICROCELL LIMITED,2869.0,Manufacturing,0.0720250505042659
IN0001789677,BOSTIK INDIA PRIVATE LIMITED,2841.0,Manufacturing,0.07184946534599326
IN0013746256,VANESA COSMETICS PRIVATE LIMITED,2834.0,Manufacturing,0.07164734251008432
IN0003572656,HIGH VOLT ELECTRICALS PRIVATE LIMITED,3612.0,Manufacturing,0.07148184343913241
IN0011488793,SUN POLYTEX PRIVATE LIMITED,3089.0,Manufacturing,0.07057450752938349
IN0001271045,AUTOLIV INDIA PRIVATE LIMITED,3714.0,Manufacturing,0.06961875617883669
IN0007271755,POLYFIT FABRICATORS PRIVATE LIMITED,3339.0,Manufacturing,0.06845531560911204
IN0009983072,P.C. SONS CASTINGS PRIVATE LIMITED,3321.0,Manufacturing,0.06831848337559136
IN0012264042,SUPER ENGI-TECH PRIVATE LIMITED,3441.0,Manufacturing,0.06808753766754679
IN0002121787,CMR-TOYOTSU ALUMINIUM INDIA PRIVATE LIMITED,3334.0,Manufacturing,0.06773708710262383
IN34508FI,SAI SILKS (KALAMANDIR) LIMITED,2389.0,Manufacturing,0.06717790623837916
IN0012771807,SHEKHAWATI GEOTECH PRIVATE LIMITED,2269.0,Manufacturing,0.0671646813007378
IN0013157182,STIC ON PAPERS PRIVATE LIMITED,2652.0,Manufacturing,0.06686978632212283
IN0011219852,BHASKAR VENKATESH PRODUCTS PRIVATE LIMITED,5145.0,Wholesale Trade,0.06685267376626097
IN0015357759,DHANANJAY AUTO CRAFT PRIVATE LIMITED,3799.0,Manufacturing,0.06660160959777106
IN0009289605,C K FABRICS PRIVATE LIMITED,2257.0,Manufacturing,0.06636343870040735
IN32099FI,HINDUSTAN FOODS LIMITED,2099.0,Manufacturing,0.0663510578316427
IN0004064806,JASTECH SYSTEMS PRIVATE LIMITED,3691.0,Manufacturing,0.06607176853409498
IN0005938445,SG HEAVY ENGINEERING LIMITED,3462.0,Manufacturing,0.06540446901989212
IN0002788011,DURGA PROCESSORS PRIVATE LIMITED,2759.0,Manufacturing,0.06514121005012748
IN0003985623,JAINSON CABLES INDIA PRIVATE LIMITED,2834.0,Manufacturing,0.06483069201322947
IN0014924153,KOHINOOR ROPES PRIVATE LIMITED,3069.0,Manufacturing,0.06464936304334636
IN0000692935,ALPINE APPARELS PRIVATE LIMITED,3111.0,Manufacturing,0.06453312210083297
IN33024FI,NARBADA GEMS AND JEWELLERY LIMITED,3911.0,Manufacturing,0.0643566415186883
IN0000453807,ACUMEN OVERSEAS PRIVATE LIMITED,5085.0,Wholesale Trade,0.06393680363231558
IN0012810274,SKG REFRACTORIES LIMITED,3241.0,Manufacturing,0.06392093512007578
IN0012787147,VINOD TEXWORLD PRIVATE LIMITED,2399.0,Manufacturing,0.06219238333524599
IN0006056083,SANKALP PAPER INDUSTRIES PRIVATE LIMITED,2621.0,Manufacturing,0.062069149722505323
IN0006611377,RETTENMAIER INDIA PRIVATE LIMITED,5199.0,Wholesale Trade,0.06184322147573821
IN0002471244,DIPTY LAL JUDGE MAL PVT LTD,5999.0,Retail Trade,0.06171902528718463
IN0001606748,RAIC INTEGRATED SPONGE & POWER PRIVATE LIMITED,3312.0,Manufacturing,0.061357792441581294
IN0012483281,LAVISH GRANITO PRIVATE LIMITED,3251.0,Manufacturing,0.06046730455733302
IN0015470454,ALPINE SPINWEAVE PRIVATE LIMITED,2269.0,Manufacturing,0.05905188367028503
IN544855FI,OSIA HYPER RETAIL LIMITED,5999.0,Retail Trade,0.05738321207655636
IN0013275627,PENTAGON FORGE & MACHINE LIMITED,3523.0,Manufacturing,0.05700781644043371
IN0000264253,PARAM SHUBHAM VANIJYA LIMITED,5085.0,Wholesale Trade,0.05641950393407775
IN0009194697,R L J CONCAST PRIVATE LIMITED,3312.0,Manufacturing,0.05602932130725721
IN0001853145,BULK LIQUID SOLUTIONS PRIVATE LIMITED,2299.0,Manufacturing,0.0551945549047507
IN0012773047,ULTRA DENIM PRIVATE LIMITED,2211.0,Manufacturing,0.055043558986320545
IN34699FI,AGARWAL INDUSTRIAL CORPORATION LTD,5171.0,Wholesale Trade,0.054015299928983594
IN0013262513,SHIPRA COMMERCIAL PVT LTD,5085.0,Wholesale Trade,0.053336596975063315
IN0009190474,R K BABU TRADING PRIVATE LIMITED,5962.0,Retail Trade,0.053135002135684804
IN0000576879,ABIS EXPORTS (INDIA) PRIVATE LIMITED,5199.0,Wholesale Trade,0.05291805218581436
IN0005882833,SEEMANCHAL MOTORS PRIVATE LIMITED,5012.0,Wholesale Trade,0.05152090458599485
IN0007098332,PAREKH INTEGRATED SERVICES PRIVATE LIMITED,5085.0,Wholesale Trade,0.05140906620504234
IN117584FI,PRIME FRESH LIMITED,5148.0,Wholesale Trade,0.04909707492207702
IN0010441556,G.M. EXIM PRIVATE LIMITED,5162.0,Wholesale Trade,0.04869314523574902
IN0012884955,SHRI BHAGWATI MACHINES PVT LTD,5085.0,Wholesale Trade,0.047764023025692104
IN0003804468,VEERABHADRA EXPORTS PRIVATE LIMITED,912.0,Public Administration,0.04605422000538236
IN0000229613,BOLLORE LOGISTICS INDIA PRIVATE LIMITED,5012.0,Wholesale Trade,0.045650733529326505
IN0009601258,UNISOURCE PAPERS PRIVATE LIMITED,5085.0,Wholesale Trade,0.044109734169333024
IN0014500276,ABSOLUTE DISTRIBUTION SOLUTIONS PRIVATE LIMITED,5085.0,Wholesale Trade,0.03940258533327129
IN0002215488,DAIDO KOGYO INDIA PRIVATE LIMITED,5085.0,Wholesale Trade,0.03882934800313257
IN0010951863,SUNITA COMMERCIALS P LTD,5169.0,Wholesale Trade,0.036179882157811004
IN0006103766,SPARSH AUTOMOBILES PRIVATE LIMITED,5511.0,Retail Trade,0.027882616902334106
