,BVD,Name,SIC,Industry,RG
238,IN0011014103,SHRI BAJRANG POWER AND ISPAT LIMITED,3315.0,Manufacturing,0.20020960742510932
203,IN0009194697,R L J CONCAST PRIVATE LIMITED,3312.0,Manufacturing,0.19980794627443743
373,IN31181FI,ALKYL AMINES CHEMICALS LIMITED,2899.0,Manufacturing,0.1988640884245256
289,IN0013820192,ADVENT CHEMBIO PRIVATE LIMITED,2834.0,Manufacturing,0.19789748969200394
383,IN31558FI,UNIVERSAL CABLES LIMITED,3699.0,Manufacturing,0.19280012755223677
392,IN32439FI,BHARAT RASAYAN LIMITED,2879.0,Manufacturing,0.19142170990082638
334,IN106142FI,INNOVA CAPTAB LIMITED,2834.0,Manufacturing,0.1910532420848767
30,IN0000576879,ABIS EXPORTS (INDIA) PRIVATE LIMITED,5199.0,Wholesale Trade,0.1909030254801161
135,IN0005524571,TADIMETY AROMATICS PRIVATE LIMITED,2813.0,Manufacturing,0.19003890042960658
196,IN0008441979,MORGAN STANLEY ADVANTAGE SERVICES PRIVATE LIMITED,7375.0,Services,0.18983263683881424
218,IN0010100905,PRINCIPAL GLOBAL SERVICES PRIVATE LIMITED,4311.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.18895108603314115
47,IN0001538829,BC MANAGEMENT SERVICES PRIVATE LIMITED,8742.0,Services,0.18882422328691184
198,IN0008632021,ACHAL JEWELS PRIVATE LIMITED,3911.0,Manufacturing,0.18861581955598108
260,IN0012359434,OUTSHINY INDIA PRIVATE LIMITED,3161.0,Manufacturing,0.18664523018331636
193,IN0008307415,MERCEDES-BENZ RESEARCH AND DEVELOPMENT INDIA PRIVATE LIMITED,8743.0,Services,0.18652358932263738
124,IN0004978355,WEIR MINERALS (INDIA) PRIVATE LIMITED,7389.0,Services,0.18397593865512143
39,IN0001208264,ALLIED JB FRICTION PRIVATE LIMITED,3799.0,Manufacturing,0.18384939542908163
279,IN0013121307,RAMBOLL INDIA PRIVATE LIMITED,7371.0,Services,0.18347942033755982
72,IN0002423347,COMPANY3 METHOD INDIA PRIVATE LIMITED,4832.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.1822102085641989
285,IN0013367727,SRI KAUVERY MEDICAL CARE (INDIA) LIMITED,8062.0,Services,0.1815883175279336
202,IN0009190474,R K BABU TRADING PRIVATE LIMITED,5962.0,Retail Trade,0.18115446552388836
112,IN0003804468,VEERABHADRA EXPORTS PRIVATE LIMITED,912.0,Public Administration,0.1807454719682281
351,IN117593FI,AIRAN LIMITED,7299.0,Services,0.18032570455829922
398,IN33040FI,GODAWARI POWER & ISPAT LTD,3312.0,Manufacturing,0.18016728303894625
33,IN0000737001,ALCOBREW DISTILLERIES INDIA LIMITED,2084.0,Manufacturing,0.17969596446324207
413,IN36061FI,ANUPAM RASAYAN INDIA LIMITED,2899.0,Manufacturing,0.1786635420861854
97,IN0003542045,HASTI PETRO CHEMICAL AND SHIPPING LIMITED,2999.0,Manufacturing,0.17795292657036677
414,IN36214FI,ARVIND SMARTSPACES LIMITED,6531.0,"Finance, Insurance, and Real Estate",0.1775799225790361
79,IN0002554415,DYNATECH TOOLS & DEVICES (BENGALURU) PRIVATE LIMITED,3312.0,Manufacturing,0.1774468555591877
147,IN0006047781,SOFTGEL HEALTHCARE PRIVATE LIMITED,2834.0,Manufacturing,0.17715976286728016
71,IN0002318966,DELHI AIRPORT PARKING SERVICES PRIVATE LIMITED,4789.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.17687679697250894
149,IN0006103766,SPARSH AUTOMOBILES PRIVATE LIMITED,5511.0,Retail Trade,0.17621132844189458
195,IN0008407527,EVONIK CATALYSTS INDIA PRIVATE LIMITED,2869.0,Manufacturing,0.17601244142666828
368,IN30755FI,KENNAMETAL INDIA LIMITED,3541.0,Manufacturing,0.17534590825136578
153,IN0006164359,STANDARD CHARTERED (INDIA) MODELING AND ANALYTICS CENTRE PRIVATE LIMITED,7389.0,Services,0.1753452548609387
162,IN0006706513,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,7375.0,Services,0.1751117997360712
382,IN31496FI,UNO MINDA LIMITED,3714.0,Manufacturing,0.17473282142705396
208,IN0009595303,CANDOR GURGAON ONE REALTY PROJECTS PRIVATE LIMITED,1521.0,Construction,0.17226958320261285
245,IN0011488793,SUN POLYTEX PRIVATE LIMITED,3089.0,Manufacturing,0.17225002608612897
422,IN511568FI,ACCENT MICROCELL LIMITED,2869.0,Manufacturing,0.1713692636109866
385,IN31638FI,ALANKIT LTD,6099.0,"Finance, Insurance, and Real Estate",0.1708811922152023
243,IN0011266763,SUPARNA CHEMICALS LIMITED,2819.0,Manufacturing,0.1703522280569987
270,IN0012773047,ULTRA DENIM PRIVATE LIMITED,2211.0,Manufacturing,0.1702576967900988
96,IN0003395043,GROTH CONTINENTAL MANUFACTURING PRIVATE LIMITED,3559.0,Manufacturing,0.17017444724207953
197,IN0008453996,TTEC INDIA CUSTOMER SOLUTIONS PRIVATE LIMITED,7371.0,Services,0.16994247200945786
207,IN0009513854,CLIFFORD CHANCE BUSINESS SERVICES PRIVATE LIMITED,5734.0,Retail Trade,0.16933875580245147
348,IN117452FI,SAKAR HEALTHCARE LTD,2834.0,Manufacturing,0.16903101947930652
372,IN30983FI,GRANULES INDIA LIMITED,2834.0,Manufacturing,0.16830058219479202
244,IN0011362234,SIGNATURE INTERNATIONAL FOODS INDIA PRIVATE LIMITED,2099.0,Manufacturing,0.16700541184274198
27,IN0000557183,AAKAR FOUNDRY PRIVATE LIMITED,3321.0,Manufacturing,0.16573441135864214
75,IN0002446027,DHARMESH TEXTILES LIMITED,2299.0,Manufacturing,0.16424965106970107
266,IN0012648642,RAJHANS CINE WORLD PRIVATE LIMITED,7812.0,Services,0.16424110566869574
17,IN0000264253,PARAM SHUBHAM VANIJYA LIMITED,5085.0,Wholesale Trade,0.1636206924790391
209,IN0009601258,UNISOURCE PAPERS PRIVATE LIMITED,5085.0,Wholesale Trade,0.1625642823664895
78,IN0002502955,CDET EXPLOSIVE INDUSTRIES PRIVATE LIMITED,3569.0,Manufacturing,0.1610496738657784
111,IN0003769766,INDIANOIL PETRONAS PRIVATE LIMITED,7389.0,Services,0.15964452138893634
409,IN34493FI,SREELEATHERS LTD,5139.0,Wholesale Trade,0.1586468765708207
119,IN0004648108,KLA-TENCOR SOFTWARE INDIA PRIVATE LIMITED,7371.0,Services,0.15842549237034154
60,IN0001883274,CALIBRE CHEMICALS PRIVATE LIMITED,2899.0,Manufacturing,0.15669301971384886
189,IN0007954205,ELYSIUM PHARMACEUTICALS LTD,2834.0,Manufacturing,0.15660231865027974
35,IN0000900825,ANTON PAAR INDIA PRIVATE LIMITED,2678.0,Manufacturing,0.1560108893743818
268,IN0012770999,SAMHI JV BUSINESS HOTELS PRIVATE LIMITED,7011.0,Services,0.15484089585494118
394,IN32864FI,TASTY BITE EATABLES LIMITED,2038.0,Manufacturing,0.15479899026571722
215,IN0009853313,SACHIN INDUSTRIES LIMITED,3569.0,Manufacturing,0.1540449516402239
38,IN0001149649,EXPERIS IT PRIVATE LIMITED,7375.0,Services,0.15336460183010822
345,IN117175FI,L&T TECHNOLOGY SERVICES LIMITED,8711.0,Services,0.15233163136173383
32,IN0000723421,ALLIANCE INSURANCE BROKERS PRIVATE LIMITED,6411.0,"Finance, Insurance, and Real Estate",0.15213311821763303
3,IN0000217045,NATIONAL STOCK EXCHANGE OF INDIA LTD,6111.0,"Finance, Insurance, and Real Estate",0.1519113613678841
417,IN37452FI,BIKAJI FOODS INTERNATIONAL LIMITED,2099.0,Manufacturing,0.15177644240038746
155,IN0006454102,SUBHASH SAREES & INDUSTRIES PRIVATE LIMITED,2281.0,Manufacturing,0.15088301728338818
406,IN33997FI,ASTEC LIFESCIENCES LIMITED,7379.0,Services,0.14996218301434158
272,IN0012810274,SKG REFRACTORIES LIMITED,3241.0,Manufacturing,0.1487000471788188
199,IN0008730323,NU HOSPITALS PRIVATE LIMITED,8062.0,Services,0.14727793222896596
230,IN0010767893,MILLIMAN INDIA PRIVATE LIMITED,8742.0,Services,0.1469283306225321
68,IN0002165097,CROSSLAY REMEDIES LIMITED,2833.0,Manufacturing,0.14628977714888997
54,IN0001760221,BMR HVAC LIMITED,3714.0,Manufacturing,0.1448384992550544
247,IN0011621189,NIF ISPAT LIMITED,3312.0,Manufacturing,0.14433644559049838
342,IN116360FI,ADANI TOTAL GAS LIMITED,4923.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.14379038394767407
173,IN0007489735,LEA ASSOCIATES SOUTH ASIA PRIVATE LIMITED,7389.0,Services,0.14374440373383715
41,IN0001235405,ATC TIRES PRIVATE LIMITED,3011.0,Manufacturing,0.14243764442932796
9,IN0000243034,ECONOMIC EXPLOSIVES LIMITED,2892.0,Manufacturing,0.14212739620679385
231,IN0010783832,HL MANDO SOFTTECH INDIA PRIVATE LIMITED,7375.0,Services,0.1418025856635242
267,IN0012662906,PRAVESHA INDUSTRIES PRIVATE LIMITED,3523.0,Manufacturing,0.1410837926734361
337,IN111777FI,M.R.ORGANISATION LIMITED,3631.0,Manufacturing,0.14002245980935543
407,IN34028FI,REGENCY HOSPITAL LIMITED,8062.0,Services,0.13932673023883477
76,IN0002471244,DIPTY LAL JUDGE MAL PVT LTD,5999.0,Retail Trade,0.13831041832866164
50,IN0001594218,BESMAK COMPONENTS PRIVATE LIMITED,3089.0,Manufacturing,0.13809083045001755
370,IN30831FI,INDRAPRASTHA GAS LIMITED,4932.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.1375697708355267
371,IN30967FI,ULTRATECH CEMENT LIMITED,3241.0,Manufacturing,0.13692977190065084
376,IN31271FI,APOLLO PIPES LIMITED,3089.0,Manufacturing,0.13638502361221128
11,IN0000244782,EAGLEBURGMANN INDIA PRIVATE LIMITED,3559.0,Manufacturing,0.13618591088666984
113,IN0003897853,INTERNATIONAL PACKAGING PRODUCTS PRIVATE LIMITED,2621.0,Manufacturing,0.1358893302676409
192,IN0008136163,OC SPECIALITIES PRIVATE LIMITED,2869.0,Manufacturing,0.13553601498056358
232,IN0010803607,MADHU SILICA PRIVATE LIMITED,2299.0,Manufacturing,0.1339955241550688
213,IN0009708394,J. P. MORGAN SERVICES INDIA PRIVATE LIMITED,7375.0,Services,0.1328038791541074
319,IN001576356IND,SUPRIYA LIFESCIENCE LIMITED,2879.0,Manufacturing,0.13215959404522296
403,IN33500FI,MAHINDRA CIE AUTOMOTIVE LIMITED,3714.0,Manufacturing,0.13124593182238978
366,IN30629FI,KALPATARU PROJECTS INTERNATIONAL LIMITED,4911.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.1312172751147371
380,IN31487FI,SOBHA LIMITED,6531.0,"Finance, Insurance, and Real Estate",0.13045208105843814
338,IN112349FI,SYNGENE INTERNATIONAL LIMITED,2834.0,Manufacturing,0.13033540431515386
344,IN117174FI,MADHYA BHARAT AGRO PRODUCTS LIMITED,1475.0,Mining,0.12982468063264524
158,IN0006509652,SYNOPSYS (INDIA) EDA SOFTWARE PRIVATE LIMITED,7371.0,Services,0.12924442382821041
323,IN001580674IND,TCNS CLOTHING CO. LIMITED,2387.0,Manufacturing,0.12902992185975803
277,IN0012993082,CONTINENTAL ENGINEERING & POWER PRIVATE LIMITED,3559.0,Manufacturing,0.12890969379580805
157,IN0006494592,SYMEGA FOOD INGREDIENTS LIMITED,5141.0,Wholesale Trade,0.12886125432156362
143,IN0005846136,SCORPIO MARINE MANAGEMENT (INDIA) PRIVATE LIMITED,4173.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.1282018697759597
336,IN111222FI,COCHIN SHIPYARD LIMITED,3731.0,Manufacturing,0.12817936033637348
418,IN40011FI,V-MART RETAIL LIMITED,5999.0,Retail Trade,0.12739513214859685
235,IN0010951863,SUNITA COMMERCIALS P LTD,5169.0,Wholesale Trade,0.12508376334259722
171,IN0007428776,NM AUTOMATION & CONTROL PRIVATE LIMITED,7389.0,Services,0.1249356378844872
24,IN0000401808,AGAPPE DIAGNOSTICS LIMITED,3844.0,Manufacturing,0.12464926830322516
358,IN30309FI,TITAN COMPANY LIMITED,3873.0,Manufacturing,0.1229993103582452
101,IN0003627406,HRS PROCESS SYSTEMS LIMITED,3433.0,Manufacturing,0.12200871710859103
59,IN0001875091,CAE SIMULATION TRAINING PRIVATE LIMITED,7389.0,Services,0.12195680514100815
169,IN0007271755,POLYFIT FABRICATORS PRIVATE LIMITED,3339.0,Manufacturing,0.12186236259181227
34,IN0000824319,INDOSPACE AS INDUSTRIAL PARK PRIVATE LIMITED,1799.0,Construction,0.12185840566851099
123,IN0004978272,WEILBURGER COATINGS (INDIA) PRIVATE LIMITED,2851.0,Manufacturing,0.12131688028944858
276,IN0012935603,MARELLI TALBROS CHASSIS SYSTEMS PRIVATE LIMITED,3714.0,Manufacturing,0.12049219520216374
262,IN0012439902,MAJESCO SOFTWARE AND SOLUTIONS INDIA PRIVATE LIMITED,7375.0,Services,0.12004455874970087
172,IN0007445057,NORTHERN OPERATING SERVICES PRIVATE LIMITED,7374.0,Services,0.119814740026404
216,IN0009983072,P.C. SONS CASTINGS PRIVATE LIMITED,3321.0,Manufacturing,0.1198083512399651
191,IN0008056607,MCKINSEY GLOBAL CAPABILITIES & SERVICES PRIVATE LIMITED,7371.0,Services,0.11969034081680613
159,IN0006586761,RENAULT NISSAN TECHNOLOGY & BUSINESS CENTRE INDIA PRIVATE LIMITED,5571.0,Retail Trade,0.11911195724033617
118,IN0004627072,KISANKRAFT LIMITED,3545.0,Manufacturing,0.11835112152139293
53,IN0001743517,SUD CHEMIE INDIA PRIVATE LIMITED,2299.0,Manufacturing,0.11816591443338807
412,IN35325FI,POLYCAB INDIA LIMITED,3357.0,Manufacturing,0.11792576326456594
275,IN0012898706,SAI LIFE SCIENCES LIMITED,2833.0,Manufacturing,0.11742054737339463
181,IN0007759028,EPICU AGRO PRODUCTS PRIVATE LIMITED,2037.0,Manufacturing,0.11616491535873359
117,IN0004562609,KETI SANGAM INFRASTRUCTURE (INDIA) LIMITED,1611.0,Construction,0.11550141150960731
399,IN33041FI,STYLAM INDUSTRIES LTD,2672.0,Manufacturing,0.1146078969569131
13,IN0000250794,ROOTS MULTI CLEAN LIMITED,3559.0,Manufacturing,0.11404073070576563
384,IN31560FI,KIRLOSKAR PNEUMATIC COMPANY LIMITED,3563.0,Manufacturing,0.11382965857954704
360,IN30351FI,JUBILANT PHARMOVA LIMITED,2834.0,Manufacturing,0.11373487874228393
240,IN0011078717,MICROLAND LIMITED,8062.0,Services,0.1137091172448737
120,IN0004843672,YARDI SOFTWARE INDIA PRIVATE LIMITED,7375.0,Services,0.11109952748761827
77,IN0002486204,DISPOSAFE HEALTH AND LIFE CARE LIMITED,3321.0,Manufacturing,0.111038645346215
126,IN0005040253,WINGIFY SOFTWARE PRIVATE LIMITED,7371.0,Services,0.10934794259180085
331,IN0020486423,TULSI PAPER MILLS PRIVATE LIMITED,2621.0,Manufacturing,0.10932846043147089
347,IN117426FI,SATIA INDUSTRIES LIMITED,5111.0,Wholesale Trade,0.10885096409290988
390,IN32313FI,MOLD-TEK TECHNOLOGIES LIMITED,8711.0,Services,0.10765478030659677
141,IN0005836713,SCHOTT POONAWALLA PRIVATE LIMITED,3221.0,Manufacturing,0.10663343149245917
185,IN0007826087,DOEHLER INDIA PRIVATE LIMITED,2037.0,Manufacturing,0.10581951081042894
144,IN0005882833,SEEMANCHAL MOTORS PRIVATE LIMITED,5012.0,Wholesale Trade,0.10259634739902483
405,IN33817FI,KULKARNI POWER TOOLS LIMITED,3699.0,Manufacturing,0.10197746088550796
48,IN0001583049,INDITEX TRENT RETAIL INDIA PRIVATE LIMITED,7389.0,Services,0.10107119446834417
194,IN0008367129,LSG SKY CHEFS INDIA PRIVATE LIMITED,5812.0,Retail Trade,0.10102718357557477
282,IN0013262513,SHIPRA COMMERCIAL PVT LTD,5085.0,Wholesale Trade,0.10094357218267987
103,IN0003644518,ARCADIS CONSULTING INDIA PRIVATE LIMITED,7375.0,Services,0.10065257996218187
142,IN0005844689,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,6019.0,"Finance, Insurance, and Real Estate",0.09920767109898117
10,IN0000244706,GUJARAT CHEMICAL PORT LIMITED,2999.0,Manufacturing,0.09913696343776124
393,IN32512FI,SALZER ELECTRONICS LIMITED,3629.0,Manufacturing,0.09719207126632302
415,IN36480FI,NAVKAR CORPORATION LIMITED,4789.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.09596860171651833
408,IN34172FI,JUBILANT FOODWORKS LIMITED,5812.0,Retail Trade,0.09532012591127424
359,IN30332FI,ESAB INDIA LIMITED,3496.0,Manufacturing,0.09495116105935149
361,IN30363FI,SHREE CEMENT LIMITED,3241.0,Manufacturing,0.09494782174269047
364,IN30531FI,BHARAT ELECTRONICS LIMITED,9711.0,Public Administration,0.09421580525231943
367,IN30723FI,SRF LIMITED,2299.0,Manufacturing,0.09222499657999379
404,IN33643FI,POLY MEDICURE LIMITED,3841.0,Manufacturing,0.09170378758996421
178,IN0007648291,MSS INDIA PRIVATE LIMITED,3339.0,Manufacturing,0.0914846972279812
425,IN737269FI,POWER & INSTRUMENTATION (GUJARAT) LIMITED,3699.0,Manufacturing,0.0910993433370535
206,IN0009427438,B. G. SHIRKE CONSTRUCTION TECHNOLOGY PRIVATE LIMITED,1623.0,Construction,0.09048691335587798
354,IN117660FI,ERIS LIFESCIENCES LIMITED,2834.0,Manufacturing,0.09026493007918734
115,IN0003985623,JAINSON CABLES INDIA PRIVATE LIMITED,2834.0,Manufacturing,0.08831620058319826
177,IN0007639913,MODERN ROAD MAKERS P LTD,1611.0,Construction,0.08765213443215165
14,IN0000252668,METROCHEM API PRIVATE LIMITED,2833.0,Manufacturing,0.0855747785526295
287,IN0013649372,ATHAANG DICHPALLY TOLLWAY PRIVATE LIMITED,1611.0,Construction,0.08471550615836641
339,IN114114FI,SHARDA CROPCHEM LIMITED,2899.0,Manufacturing,0.08438365147588277
242,IN0011219852,BHASKAR VENKATESH PRODUCTS PRIVATE LIMITED,5145.0,Wholesale Trade,0.07997340898713423
369,IN30813FI,GUFIC BIOSCIENCES LIMITED,5122.0,Wholesale Trade,0.07856635276852603
4,IN0000224266,GMR HYDERABAD INTERNATIONAL AIRPORT LIMITED,4512.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.07810862130612427
64,IN0001957991,CENTRAL U.P. GAS LIMITED,4922.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.07730908156381823
363,IN30516FI,ATUL LIMITED,2899.0,Manufacturing,0.0766735799924607
58,IN0001853145,BULK LIQUID SOLUTIONS PRIVATE LIMITED,2299.0,Manufacturing,0.07664444667772147
114,IN0003944776,IVRCL CHENGAPALLI TOLLWAYS LIMITED,1611.0,Construction,0.07481386680652964
55,IN0001789677,BOSTIK INDIA PRIVATE LIMITED,2841.0,Manufacturing,0.07283134100310973
21,IN0000399632,RCCPL PRIVATE LIMITED,3241.0,Manufacturing,0.07007594107466457
15,IN0000258533,JADCHERLA EXPRESSWAYS PRIVATE LIMITED,1629.0,Construction,0.06492514549844687
402,IN33363FI,BAJAJ AUTO LIMITED,3751.0,Manufacturing,0.059735048654575296
42,IN0001271045,AUTOLIV INDIA PRIVATE LIMITED,3714.0,Manufacturing,0.05850517201455563
16,IN0000263792,WESTERN ANDHRA TOLLWAYS PRIVATE LIMITED,1611.0,Construction,0.05693858970205313
381,IN31492FI,TORRENT POWER LIMITED,4931.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.056412238773616535
