,BVD,Name,SIC,Industry,RG
88,IN0002479161,DELOITTE FINANCIAL ADVISORY SERVICES INDIA PRIVATE LIMITED,8721.0,Services,0.2959663521864408
290,IN115028FI,EMKAY TAPS AND CUTTING TOOLS LIMITED,3545.0,Manufacturing,0.29499088703248183
342,IN31851FI,VADILAL INDUSTRIES LIMITED,2024.0,Manufacturing,0.29396496305362746
105,IN0003031282,GANGA FASHIONS PRIVATE LIMITED,5651.0,Retail Trade,0.29358353840378854
98,IN0002923238,FORTUNE GOURMET SPECIALITIES PRIVATE LIMITED,5147.0,Wholesale Trade,0.29347682364233396
223,IN0011078912,STOCKHOLDING DOCUMENT MANAGEMENT SERVICES LIMITED,8742.0,Services,0.2933632706514608
32,IN0000260179,CANARA ROBECO ASSET MANAGEMENT COMPANY LIMITED,6159.0,"Finance, Insurance, and Real Estate",0.2929434207761006
144,IN0005743684,TRINITY TOUCH PRIVATE LIMITED,7389.0,Services,0.292526819574198
52,IN0000505063,ADEKA INDIA PRIVATE LIMITED,2879.0,Manufacturing,0.28860902526741156
362,IN33430FI,VOLTAMP TRANSFORMERS LIMITED,3677.0,Manufacturing,0.28746457995920915
0,IN0000021213,FRANKE FABER INDIA PRIVATE LIMITED,2656.0,Manufacturing,0.28702341823078686
125,IN0004266971,KALPATARU RETAIL VENTURES PRIVATE LIMITED,1629.0,Construction,0.2869016132087301
335,IN31506FI,MURUDESHWAR CERAMICS LIMITED,3262.0,Manufacturing,0.28655565600147576
31,IN0000260132,ENRX PRIVATE LIMITED,3612.0,Manufacturing,0.2850382177964272
35,IN0000271956,NICCO ENGINEERING SERVICES LIMITED,8712.0,Services,0.2845680943823135
254,IN0013596287,NEXTEER AUTOMOTIVE INDIA PRIVATE LIMITED,3799.0,Manufacturing,0.2825969475611254
178,IN0007949309,ELMEX ELECTRIC PRIVATE LIMITED,3613.0,Manufacturing,0.28211482382573894
38,IN0000279493,UTKAL ALUMINA INTERNATIONAL LIMITED,1099.0,Mining,0.28175496013093265
128,IN0004667536,KOMATSU INDIA PRIVATE LIMITED,3531.0,Manufacturing,0.2813860056934209
371,IN33998FI,PERSISTENT SYSTEMS LIMITED,7379.0,Services,0.27969458950463133
333,IN31457FI,AURIONPRO SOLUTIONS LIMITED,7379.0,Services,0.2788049128135652
86,IN0002354972,DEUTSCH INDIA POWER CONNECTORS PRIVATE LIMITED,3559.0,Manufacturing,0.27851741567739347
354,IN32960FI,KILITCH DRUGS INDIA LIMITED,2834.0,Manufacturing,0.27797502220741815
67,IN0001413536,BALAVIGNA WEAVING MILLS PRIVATE LIMITED,2281.0,Manufacturing,0.2769297237346473
293,IN116568FI,JSW INFRASTRUCTURE LIMITED,4499.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.2762976903716005
157,IN0006401188,SVAM TOYAL PACKAGING INDUSTRIES PRIVATE LIMITED,3312.0,Manufacturing,0.2761780229951257
150,IN0006154518,SPORTS AND LEISURE APPAREL LIMITED,2389.0,Manufacturing,0.2744692577060009
62,IN0001079495,ARMSTRONG INTERNATIONAL PRIVATE LIMITED,3612.0,Manufacturing,0.2725973633171544
51,IN0000501773,ADANI PETRONET (DAHEJ) PORT LIMITED,4491.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.2720560925741512
95,IN0002805928,EDWARDS LIFESCIENCES (INDIA) PRIVATE LIMITED,3841.0,Manufacturing,0.27086944411287806
264,IN0014742041,TIRUPATI REELS PRIVATE LIMITED,2499.0,Manufacturing,0.27003968172953063
204,IN0010170636,G.S. ALLOY CASTINGS PRIVATE LIMITED,3312.0,Manufacturing,0.2699207086429575
97,IN0002919314,FORTIS HEALTH MANAGEMENT LIMITED,8062.0,Services,0.2689751720517948
251,IN0013462115,NTT DATA BUSINESS SOLUTIONS PRIVATE LIMITED,7371.0,Services,0.26787914286921954
61,IN0000972352,SCHNEIDER ELECTRIC INDIA PRIVATE LIMITED,3694.0,Manufacturing,0.2668688226344282
184,IN0008150878,PEPE JEANS INDIA LIMITED,5131.0,Wholesale Trade,0.26641440831915514
359,IN33138FI,INFO EDGE (INDIA) LTD,4899.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.26447685617747757
301,IN254337FI,DYNAMIC CABLES LIMITED,3357.0,Manufacturing,0.26441567901353497
216,IN0010823719,UNO MINDARIKA PRIVATE LIMITED,3711.0,Manufacturing,0.264127480614534
101,IN0002965346,FUCHS LUBRICANTS (INDIA) PRIVATE LIMITED,2999.0,Manufacturing,0.26411969930126783
54,IN0000620152,AGRASEN SPONGE PRIVATE LIMITED,3312.0,Manufacturing,0.26327580063098577
141,IN0005538248,NADI AIRTECHNICS PRIVATE LIMITED,4491.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.2632116684638127
47,IN0000401136,TEREX INDIA PRIVATE LIMITED,5199.0,Wholesale Trade,0.2626611625050909
191,IN0008515331,PRECIA MOLEN INDIA PRIVATE LIMITED,3631.0,Manufacturing,0.261536871515913
132,IN0004895721,ZF INDIA PRIVATE LIMITED,3711.0,Manufacturing,0.2615185040856188
389,IN903999FI,MANORAMA INDUSTRIES LIMITED,2079.0,Manufacturing,0.26029044653670613
322,IN31030FI,CARYSIL LIMITED,3469.0,Manufacturing,0.2593246182749708
56,IN0000724278,ALP OVERSEAS PRIVATE LIMITED,7389.0,Services,0.2589880540501361
40,IN0000296071,STERLING HOLIDAY RESORTS LIMITED,4724.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.2586538395120832
276,IN001577515IND,MAZAGON DOCK SHIPBUILDERS LIMITED,3731.0,Manufacturing,0.25781680468719786
181,IN0008051403,IOPEX TECHNOLOGIES PRIVATE LIMITED,7371.0,Services,0.25645952242807635
300,IN138597FI,LIKHITHA INFRASTRUCTURE LIMITED,1623.0,Construction,0.2561707167119792
256,IN0013945516,TOSHIBA TRANSMISSION & DISTRIBUTION SYSTEMS (INDIA) PRIVATE LIMITED,3612.0,Manufacturing,0.2555766684719034
99,IN0002938775,FOWLER WESTRUP (INDIA) PRIVATE LIMITED,7389.0,Services,0.2539554364392151
201,IN0009772189,RAJSHA CHEMICALS PRIVATE LIMITED,2869.0,Manufacturing,0.2538546567549868
390,IN925653FI,RAJSHREE POLYPACK LIMITED,3999.0,Manufacturing,0.25351338911020016
94,IN0002792923,DYNA-K-AUTOMOTIVE STAMPINGS PRIVATE LIMITED,3462.0,Manufacturing,0.25308613000289665
266,IN0014817679,BOSTON SCIENTIFIC TECHNOLOGY & ENGINEERING SERVICES PRIVATE LIMITED,8731.0,Services,0.2527136675993256
252,IN0013513924,REMC LIMITED,7299.0,Services,0.2514783333315394
80,IN0002124963,CPC DIAGNOSTICS PRIVATE LIMITED,5962.0,Retail Trade,0.2513509804073274
344,IN31933FI,RATNAMANI METALS & TUBES LTD.,3399.0,Manufacturing,0.2512285276288654
158,IN0006497378,SYSTEMAIR INDIA PRIVATE LIMITED,3559.0,Manufacturing,0.24513135101576766
248,IN0013175135,INDIANA HOSPITAL AND HEART INSTITUTE LIMITED,8062.0,Services,0.24488409409805809
22,IN0000238157,KALYANI TECHNOFORGE LIMITED,3462.0,Manufacturing,0.24468021239221582
291,IN115752FI,TATA TECHNOLOGIES LIMITED,7379.0,Services,0.24457485860558592
209,IN0010394628,CONTROL COMPONENT INDIA PRIVATE LIMITED,5085.0,Wholesale Trade,0.244236244743505
200,IN0009579827,UNIQUE BIOTECH LIMITED,2833.0,Manufacturing,0.24095698960016132
295,IN116985FI,ARTEMIS MEDICARE SERVICES LIMITED,8062.0,Services,0.2393850935783832
364,IN33528FI,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,4499.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.2393378776976772
63,IN0001093156,ARCVAC FORGE CAST PRIVATE LIMITED,3312.0,Manufacturing,0.23912432714077633
110,IN0003414566,GUJARAT FLOTEX PRIVATE LIMITED,2211.0,Manufacturing,0.23894494109606132
250,IN0013387426,MITSUBISHI ELECTRIC INDIA PRIVATE LIMITED,5085.0,Wholesale Trade,0.23881358445545134
100,IN0002942842,FRANK LIFECARE PRIVATE LIMITED,2879.0,Manufacturing,0.23821601359310118
265,IN0014771628,KOKUYO RIDDHI PAPER PRODUCTS PRIVATE LIMITED,2678.0,Manufacturing,0.23797241065660601
331,IN31412FI,ROTO PUMPS LTD,3561.0,Manufacturing,0.23779750933559807
172,IN0007540796,LUMAX CORNAGLIA AUTO TECHNOLOGIES PRIVATE LIMITED,3559.0,Manufacturing,0.23698373996069053
170,IN0007430736,NITTO DENKO INDIA PRIVATE LIMITED,2519.0,Manufacturing,0.23624552027100154
340,IN31672FI,M M FORGINGS LIMITED,3325.0,Manufacturing,0.23477665619026647
180,IN0008002869,LINCOLN ELECTRIC COMPANY (INDIA) PRIVATE LIMITED,3694.0,Manufacturing,0.23333538288246095
143,IN0005663321,THERMO CABLES LTD,3679.0,Manufacturing,0.23302572931991414
20,IN0000235143,APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,Manufacturing,0.23190909266985535
93,IN0002712681,EXOTECH PLASTICS PRIVATE LIMITED,3089.0,Manufacturing,0.23176069175035907
83,IN0002218251,DAIWA KASEI INDIA PRIVATE LIMITED,8742.0,Services,0.2302806473477639
165,IN0006902115,OTSUKA CHEMICAL (INDIA) PRIVATE LIMITED,2833.0,Manufacturing,0.23003455522646196
282,IN110654FI,HAPPIEST MINDS TECHNOLOGIES LIMITED,7379.0,Services,0.2290456815944859
166,IN0007078317,PENGG USHA MARTIN WIRES PRIVATE LIMITED,3315.0,Manufacturing,0.2286129560523592
207,IN0010264527,CONNECTWELL INDUSTRIES PRIVATE LIMITED,3571.0,Manufacturing,0.22805024617061762
161,IN0006670457,RIVER ENGINEERING PRIVATE LIMITED,8742.0,Services,0.22800911709715357
296,IN117192FI,AURANGABAD DISTILLERY LIMITED,2869.0,Manufacturing,0.22465042364861756
136,IN0004991643,WELMADE LOCKING SYSTEMS PRIVATE LIMITED,3499.0,Manufacturing,0.2234481698245581
171,IN0007481336,LEE PHARMA LIMITED,2833.0,Manufacturing,0.22201973333723166
187,IN0008308415,MERCK SPECIALITIES PRIVATE LIMITED,2869.0,Manufacturing,0.22190638313989527
285,IN113466FI,LATENT VIEW ANALYTICS LIMITED,8748.0,Services,0.22156778802703606
199,IN0009563663,UNITOP CHEMICALS PRIVATE LIMITED,2869.0,Manufacturing,0.2211326605273448
314,IN30554FI,INDRAPRASTHA MEDICAL CORPORATION LIMITED,8069.0,Services,0.22059008913097047
163,IN0006856016,RUPTECH EDUCATIONAL INDIA,8211.0,Services,0.21999277720725982
312,IN30331FI,SONATA SOFTWARE LIMITED,5045.0,Wholesale Trade,0.21933814116479933
307,IN30126FI,CUMMINS INDIA LIMITED,3519.0,Manufacturing,0.21846679506308572
17,IN0000229786,TATA CONSULTING ENGINEERS LIMITED,8712.0,Services,0.21705678130365247
30,IN0000258079,SPECIAL ENGG. SERVICES LTD,3559.0,Manufacturing,0.21555259953736428
341,IN31792FI,GABRIEL INDIA LIMITED,5012.0,Wholesale Trade,0.21445503395252782
7,IN0000216819,SAINT-GOBAIN INDIA PRIVATE LIMITED,2899.0,Manufacturing,0.2138322756885089
77,IN0002066764,ENNORE COAL TERMINAL PRIVATE LIMITED,4789.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.21261170322951764
327,IN31369FI,GOKALDAS EXPORTS LIMITED,2389.0,Manufacturing,0.21130574794206416
167,IN0007086246,PARANJAPE AUTOCAST PRIVATE LIMITED,3321.0,Manufacturing,0.21120139331277266
318,IN30788FI,ADOR WELDING LIMITED,3548.0,Manufacturing,0.21060403234632294
155,IN0006344317,SUJA SHOEI INDUSTRIES PRIVATE LIMITED,3069.0,Manufacturing,0.21045292585773526
315,IN30588FI,SCHAEFFLER INDIA LIMITED,3562.0,Manufacturing,0.2093481602369656
177,IN0007923249,ELEMENT14 INDIA PRIVATE LIMITED,3571.0,Manufacturing,0.20876842248724367
29,IN0000257167,ADANI LOGISTICS LIMITED,4789.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.208190644675302
23,IN0000239537,BIHAR FOUNDRY & CASTINGS LIMITED,3312.0,Manufacturing,0.20738788749350454
16,IN0000229209,THE INDIAN EXPRESS PRIVATE LIMITED,2711.0,Manufacturing,0.2062267048395624
109,IN0003407117,GTPL BROADBAND PRIVATE LIMITED,4833.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.2059742438126372
320,IN30933FI,COFORGE LIMITED,7379.0,Services,0.20426728109385872
311,IN30321FI,TATA ELXSI LIMITED,7373.0,Services,0.20191384938410775
352,IN32826FI,SAKSOFT LIMITED,5734.0,Retail Trade,0.20072358840022061
328,IN31376FI,JAIPRAKASH POWER VENTURES LIMITED,4911.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.20035429112405448
361,IN33400FI,CORDS CABLE INDUSTRIES LTD,3496.0,Manufacturing,0.1991559278594999
288,IN113723FI,GREENLAM INDUSTRIES LIMITED,3083.0,Manufacturing,0.19829403119083813
230,IN0011553693,ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,Services,0.19777259013302448
173,IN0007618779,MMC HARDMETAL INDIA PRIVATE LIMITED,3441.0,Manufacturing,0.19726197807646736
319,IN30854FI,SAINT-GOBAIN SEKURIT INDIA LIMITED,3211.0,Manufacturing,0.1962164392484936
378,IN34663FI,R SYSTEMS INTERNATIONAL LIMITED,7379.0,Services,0.19247671193764745
123,IN0004245854,KALA JYOTHI PROCESS PRIVATE LIMITED,2759.0,Manufacturing,0.1890301372793465
298,IN117343FI,HEALTHCARE GLOBAL ENTERPRISES LIMITED,2021.0,Manufacturing,0.1876499923837992
368,IN33869FI,TPL PLASTECH LIMITED,2655.0,Manufacturing,0.1862529421907447
19,IN0000234815,ABI-SHOWATECH (INDIA) PRIVATE LIMITED,3714.0,Manufacturing,0.18605123342882826
218,IN0010895023,M.V.R. INFRASTRUCTURE AND TOLLWAYS LIMITED,1629.0,Construction,0.1816126502268102
308,IN30257FI,CENTURY PLYBOARDS (INDIA) LIMITED,2436.0,Manufacturing,0.17884071612092226
148,IN0006006324,SMC CORPORATION( INDIA) PRIVATE LIMITED,3491.0,Manufacturing,0.17817860995779167
304,IN30045FI,THE TATA POWER COMPANY LIMITED,4911.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.17687653517846758
24,IN0000242725,ADANI LOGISTICS SERVICES LIMITED,4131.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.17632855614502765
302,IN30028FI,FINOLEX CABLES LIMITED,3357.0,Manufacturing,0.17312581680945272
11,IN0000221905,KRISHNA MARUTI LIMITED,3714.0,Manufacturing,0.17161676116905514
370,IN33922FI,ELANTAS BECK INDIA LIMITED,3699.0,Manufacturing,0.17127723807375791
198,IN0009329466,G T Z (INDIA) PVT LTD,3312.0,Manufacturing,0.17041152831090037
316,IN30717FI,SAREGAMA INDIA LIMITED,4833.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.16912097820565306
139,IN0005522533,TABLETS (INDIA) LTD,2834.0,Manufacturing,0.16907594104438395
122,IN0004240182,KAJARIA SANITARYWARE PRIVATE LIMITED,3261.0,Manufacturing,0.16879813641415345
360,IN33211FI,ASTRAL LIMITED,3089.0,Manufacturing,0.16771406541546988
185,IN0008297818,MELODY HEALTHCARE PRIVATE LIMITED,2833.0,Manufacturing,0.16518641163440653
9,IN0000219133,TRL KROSAKI REFRACTORIES LIMITED,3251.0,Manufacturing,0.1634872227510582
48,IN0000401257,COMPUTER SCIENCES CORPORATION INDIA PRIVATE LIMITED,4212.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.15414595096168818
222,IN0011078862,FOUNDEVER CRM INDIA PRIVATE LIMITED,4899.0,"Transportation, Communications, Electric, Gas, and Sanitary Services",0.14658840388106145
