Name,SIC,BVD,Industry
SHIVALIK BIMETAL CONTROLS LTD,3399.0,IN31518FI,Manufacturing
SHRADHA INFRAPROJECTS LIMITED,1531.0,IN496275FI,Construction
SHREE BALAJEE LANDMARK HOTELS PRIVATE LIMITED,5199.0,IN0011062553,Wholesale Trade
SHREEGLUCO BIOTECH PRIVATE LIMITED,2051.0,IN0012857344,Manufacturing
SHYAM SEL AND POWER LIMITED,3312.0,IN0004946416,Manufacturing
SIDDAPUR DISTILLERIES LIMITED,2085.0,IN0011437288,Manufacturing
SIMPLEX ENGINEERING & FOUNDRY WORKS PRIVATE LIMITED,3556.0,IN0000231454,Manufacturing
SIMPLEX METAL PROCESSORS (INDIA) PRIVATE LIMITED,3312.0,IN0011230876,Manufacturing
SITA INFORMATION NETWORKING COMPUTING (INDIA) PRIVATE LIMITED,7375.0,IN0011664105,Services
SKS FASTENERS LIMITED,3312.0,IN0005959111,Manufacturing
SMC CORPORATION( INDIA) PRIVATE LIMITED,3491.0,IN0006006324,Manufacturing
SOBHAGYA MERCANTILE LIMITED,3541.0,IN33708FI,Manufacturing
SONATA SOFTWARE LIMITED,5045.0,IN30331FI,Wholesale Trade
SPECIAL ENGG. SERVICES LTD,3559.0,IN0000258079,Manufacturing
SPORTS AND LEISURE APPAREL LIMITED,2389.0,IN0006154518,Manufacturing
SPRAY ENGINEERING DEVICES LIMITED,3564.0,IN0006394005,Manufacturing
STAR DELTA TRANSFORMERS LIMITED,3612.0,IN34609FI,Manufacturing
STARWOOD HOTELS & RESORTS INDIA PRIVATE LIMITED,7011.0,IN0011858405,Services
STEINWEG SHARAF (INDIA) PRIVATE LIMITED,7375.0,IN0006254704,Services
STERLING HOLIDAY RESORTS LIMITED,4724.0,IN0000296071,"Transportation, Communications, Electric, Gas, and Sanitary Services"
STERLING TOOLS LIMITED,3714.0,IN33002FI,Manufacturing
STESALIT LIMITED,3799.0,IN0006286434,Manufacturing
STG LABS INDIA PRIVATE LIMITED,7375.0,IN0006267025,Services
STOCKHOLDING DOCUMENT MANAGEMENT SERVICES LIMITED,8742.0,IN0011078912,Services
SUDHIR POWER LIMITED,7389.0,IN0000219064,Services
SUDISA FOUNDRY PRIVATE LIMITED,3281.0,IN0006327592,Manufacturing
SUJA SHOEI INDUSTRIES PRIVATE LIMITED,3069.0,IN0006344317,Manufacturing
SUNMED HEALTH CARE PRIVATE LIMITED,7389.0,IN0016143303,Services
SUPREME HOUSING FINANCE LIMITED,6019.0,IN0012433588,"Finance, Insurance, and Real Estate"
SVAM TOYAL PACKAGING INDUSTRIES PRIVATE LIMITED,3312.0,IN0006401188,Manufacturing
SWISS MILITARY CONSUMER GOODS LIMITED,5099.0,IN32052FI,Wholesale Trade
SYNERGY MARITIME RECRUITMENT SERVICES PRIVATE LIMITED,7389.0,IN0012192731,Services
SYSTEMAIR INDIA PRIVATE LIMITED,3559.0,IN0006497378,Manufacturing
TABLETS (INDIA) LTD,2834.0,IN0005522533,Manufacturing
TACO AIR INTERNATIONAL THERMAL SYSTEMS PRIVATE LIMITED,3564.0,IN0012426037,Manufacturing
TAMILNADU MAGNESITE LIMITED,3312.0,IN0000255101,Manufacturing
TATA AUTOCOMP HENDRICKSON SUSPENSIONS PRIVATE LIMITED,3562.0,IN0005523932,Manufacturing
TATA CONSULTING ENGINEERS LIMITED,8712.0,IN0000229786,Services
TATA ELXSI LIMITED,7373.0,IN30321FI,Services
TATA FICOSA AUTOMOTIVE SYSTEMS PRIVATE LIMITED,3694.0,IN0000244521,Manufacturing
TATA SONS PRIVATE LIMITED,5813.0,IN0000021455,Retail Trade
TATA TECHNOLOGIES LIMITED,7379.0,IN115752FI,Services
TEREX INDIA PRIVATE LIMITED,5199.0,IN0000401136,Wholesale Trade
THE INDIAN EXPRESS PRIVATE LIMITED,2711.0,IN0000229209,Manufacturing
THE PHOENIX MILLS LIMITED,1629.0,IN31386FI,Construction
THE TATA POWER COMPANY LIMITED,4911.0,IN30045FI,"Transportation, Communications, Electric, Gas, and Sanitary Services"
THERMO CABLES LTD,3679.0,IN0005663321,Manufacturing
TILAKNAGAR INDUSTRIES LTD,5813.0,IN32771FI,Retail Trade
TINNA RUBBER AND INFRASTRUCTURE LIMITED,3069.0,IN34266FI,Manufacturing
TIPS MUSIC LIMITED,3695.0,IN30740FI,Manufacturing
TIRUPATI REELS PRIVATE LIMITED,2499.0,IN0014742041,Manufacturing
TOSHIBA TRANSMISSION & DISTRIBUTION SYSTEMS (INDIA) PRIVATE LIMITED,3612.0,IN0013945516,Manufacturing
TOYODA GOSEI SOUTH INDIA PRIVATE LIMITED,3011.0,IN0005642446,Manufacturing
TOYOTA KIRLOSKAR AUTO PARTS PRIVATE LIMITED,3799.0,IN0000222558,Manufacturing
TOYOTA LOGISTICS KISHOR INDIA PRIVATE LIMITED,4212.0,IN0011025376,"Transportation, Communications, Electric, Gas, and Sanitary Services"
TOYOTA MATERIAL HANDLING INDIA PRIVATE LIMITED,3559.0,IN0013004154,Manufacturing
TPL PLASTECH LIMITED,2655.0,IN33869FI,Manufacturing
TRINITY TOUCH PRIVATE LIMITED,7389.0,IN0005743684,Services
TRION PROPERTIES PRIVATE LIMITED,1629.0,IN0005745767,Construction
TRIVENI ALMIRAH PRIVATE LIMITED,3911.0,IN0005765174,Manufacturing
TRL KROSAKI REFRACTORIES LIMITED,3251.0,IN0000219133,Manufacturing
TUBE INVESTMENTS OF INDIA LIMITED,3317.0,IN72786FI,Manufacturing
U P HOTELS LTD,7011.0,IN30259FI,Services
UNIQUE BIOTECH LIMITED,2833.0,IN0009579827,Manufacturing
UNITOP CHEMICALS PRIVATE LIMITED,2869.0,IN0009563663,Manufacturing
UNO MINDARIKA PRIVATE LIMITED,3711.0,IN0010823719,Manufacturing
UTKAL ALUMINA INTERNATIONAL LIMITED,1099.0,IN0000279493,Mining
VADILAL INDUSTRIES LIMITED,2024.0,IN31851FI,Manufacturing
VARUN BEVERAGES LIMITED,5182.0,IN117304FI,Wholesale Trade
VIJAYA PRODUCTIONS PRIVATE LIMITED,7999.0,IN0005324691,Services
VILAS TRANSCORE LIMITED,3612.0,IN001576784IND,Manufacturing
VIVIFI INDIA FINANCE PRIVATE LIMITED,6019.0,IN0015543214,"Finance, Insurance, and Real Estate"
VOLTAMP TRANSFORMERS LIMITED,3677.0,IN33430FI,Manufacturing
VSL INDIA PRIVATE LIMITED,3398.0,IN0000022557,Manufacturing
W.S. INDUSTRIES (INDIA) LIMITED,3699.0,IN31579FI,Manufacturing
WAAREE RENEWABLE TECHNOLOGIES LIMITED,3612.0,IN113319FI,Manufacturing
WARNER ELECTRONICS INDIA PRIVATE LIMITED,7389.0,IN0011390586,Services
WATSON & CHALIN INDIA PRIVATE LIMITED,3799.0,IN0004965761,Manufacturing
WELMADE LOCKING SYSTEMS PRIVATE LIMITED,3499.0,IN0004991643,Manufacturing
WILLIAM GRANT AND SONS INDIA PRIVATE LIMITED,7389.0,IN0005020549,Services
WWT INDIA PRIVATE LIMITED,7375.0,IN0012214019,Services
YES SECURITIES (INDIA) LIMITED,7389.0,IN0014543142,Services
YG CUTTING TOOLS CORPORATION PRIVATE LIMITED,3545.0,IN0004904142,Manufacturing
ZF HERO CHASSIS SYSTEMS PRIVATE LIMITED,3714.0,IN0004862969,Manufacturing
ZF INDIA PRIVATE LIMITED,3711.0,IN0004895721,Manufacturing
ZYDUS TAKEDA HEALTHCARE PRIVATE LIMITED,2834.0,IN0004780435,Manufacturing
