Name,SIC,BVD,Industry
PINAKA AEROSPACE SOLUTIONS PRIVATE LIMITED,3812.0,IN0008186537,Manufacturing
PITZO INDIA PRIVATE LIMITED,8742.0,IN0014994328,Services
PKS BUILDMART PRIVATE LIMITED,6531.0,IN0015087882,"Finance, Insurance, and Real Estate"
PLUSTECH SYSTEMS & SOLUTIONS PRIVATE LIMITED,8711.0,IN0007234647,Services
PORTRONICS DIGITAL PRIVATE LIMITED,5064.0,IN0007290713,Wholesale Trade
PRABA'S VCARE HEALTH CLINIC PRIVATE LIMITED,8062.0,IN0006770657,Services
PRANAV CONSTRUCTIONS PRIVATE LIMITED,6531.0,IN0007589814,"Finance, Insurance, and Real Estate"
PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (BANGALORE) PRIVATE LIMITED,7375.0,IN0012980761,Services
PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (KOLKATA) PRIVATE LIMITED,7371.0,IN0014137351,Services
PRINCIPAL GLOBAL SERVICES PRIVATE LIMITED,4311.0,IN0010100905,"Transportation, Communications, Electric, Gas, and Sanitary Services"
PRODAPT SOLUTIONS PRIVATE LIMITED,3571.0,IN0010123378,Manufacturing
PROEC ENERGY LIMITED,7389.0,IN0010046587,Services
PROTIVITI CONSULTING PRIVATE LIMITED,8742.0,IN0010131065,Services
PROVANA INDIA PRIVATE LIMITED,7375.0,IN0012842351,Services
PUBMATIC INDIA PRIVATE LIMITED,7299.0,IN0008607027,Services
PURESOFTWARE PRIVATE LIMITED,7371.0,IN0008561218,Services
QBURST TECHNOLOGIES PRIVATE LIMITED,3571.0,IN0006871128,Manufacturing
QUADRA SYSTEMS.NET INDIA PRIVATE LIMITED,5085.0,IN0006969095,Wholesale Trade
QUALITEST INDIA PRIVATE LIMITED,7375.0,IN0005539058,Services
QUALITYKIOSK TECHNOLOGIES PRIVATE LIMITED,7375.0,IN0006883126,Services
RADCOM PACKAGING PRIVATE LIMITED,3089.0,IN0008744822,Manufacturing
RAGHAV PRODUCTIVITY ENHANCERS LIMITED,1099.0,IN117385FI,Mining
RAIC INTEGRATED SPONGE & POWER PRIVATE LIMITED,3312.0,IN0001606748,Manufacturing
RAMS FITTINGS & ACCESSORIES PRIVATE LIMITED,5032.0,IN0011023407,Wholesale Trade
RANDACK FASTENERS INDIA PRIVATE LIMITED,3999.0,IN0014628277,Manufacturing
RANDSTAD GLOBAL CAPABILITY CENTER PRIVATE LIMITED,3571.0,IN0002111566,Manufacturing
RATNAA SHREE ANANDHAAS HOTELS PRIVATE LIMITED,5812.0,IN0011152615,Retail Trade
RAYANA PAPER BOARD INDUSTRIES LIMITED,2611.0,IN0009858828,Manufacturing
RECAERO INDIA PRIVATE LIMITED,3511.0,IN0006528987,Manufacturing
RELIANCE RETAIL VENTURES LIMITED,5085.0,IN0001264705,Wholesale Trade
RENEW PRIVATE LIMITED,4939.0,IN0006587908,"Transportation, Communications, Electric, Gas, and Sanitary Services"
RIELLO POWER INDIA PRIVATE LIMITED,4911.0,IN0006638753,"Transportation, Communications, Electric, Gas, and Sanitary Services"
RJ CORP LIMITED,4512.0,IN0000248758,"Transportation, Communications, Electric, Gas, and Sanitary Services"
ROCHE INFORMATION SOLUTIONS INDIA PRIVATE LIMITED,7389.0,IN0014322392,Services
ROCKSAND MINERALS PRIVATE LIMITED,1411.0,IN0006713511,Mining
ROSTFREI STEELS PRIVATE LIMITED,3312.0,IN0009507077,Manufacturing
ROYAL EMBROIDERY THREADS PVT. LTD,2299.0,IN0006805955,Manufacturing
RUBRIK INDIA PRIVATE LIMITED,7375.0,IN0015958316,Services
SAAKSHI MEDTECH AND PANELS LIMITED,3699.0,IN984731FI,Manufacturing
SABURI PANELS PRIVATE LIMITED,5085.0,IN0014594846,Wholesale Trade
SAERA ELECTRIC AUTO LIMITED,5013.0,IN0013662831,Wholesale Trade
SAFARI INDUSTRIES (INDIA) LIMITED,2821.0,IN32515FI,Manufacturing
SAFEX FIRE SERVICES LIMITED,3569.0,IN0011656701,Manufacturing
SAFEXPRESS PRIVATE LIMITED,4311.0,IN0014237083,"Transportation, Communications, Electric, Gas, and Sanitary Services"
SAGAR SPECIALITY CHEMICALS PRIVATE LIMITED,5093.0,IN0011667708,Wholesale Trade
SAI AUTO COMPONENTS PRIVATE LIMITED,3499.0,IN0013483391,Manufacturing
SAIKRIPA FOODS SERVICES PRIVATE LIMITED,5812.0,IN0011691179,Retail Trade
SAINATH SALES AND SERVICES PRIVATE LIMITED,5999.0,IN0013604644,Retail Trade
SAMSONITE SOUTH ASIA PRIVATE LIMITED,3161.0,IN0000228613,Manufacturing
SANSTAR LIMITED,2051.0,IN0012547855,Manufacturing
SANTAMONICA STUDY ABROAD PRIVATE LIMITED,8299.0,IN0013453587,Services
SAPIENS TECHNOLOGIES (1982) INDIA PRIVATE LIMITED,7371.0,IN0007308737,Services
SATPURA FOODS PRIVATE LIMITED,2099.0,IN0011254093,Manufacturing
SAVE MICROFINANCE PRIVATE LIMITED,6019.0,IN0016213742,"Finance, Insurance, and Real Estate"
SCHLUMBERGER INDIA TECHNOLOGY CENTRE PRIVATE LIMITED,3559.0,IN0005835003,Manufacturing
SENSATA TECHNOLOGIES INDIA PRIVATE LIMITED,5085.0,IN0009384439,Wholesale Trade
SHAKAMBARI ENTERPRISES (INDIA) PRIVATE LIMITED,5093.0,IN0013579282,Wholesale Trade
SHAKTI FORGE INDUSTRIES PRIVATE LIMITED,3569.0,IN0015243222,Manufacturing
SHISH INDUSTRIES LIMITED,3089.0,IN117688FI,Manufacturing
SHREE CHLORATES PRIVATE LIMITED,3612.0,IN0004806773,Manufacturing
SHREE MITHAI PRIVATE LIMITED,2021.0,IN0013367119,Manufacturing
SIDDAPUR DISTILLERIES LIMITED,2085.0,IN0011437288,Manufacturing
SIDWAL REFRIGERATION INDUSTRIES PRIVATE LIMITED,3694.0,IN0013530276,Manufacturing
SIEMENS EDA (SALES & SERVICES) PRIVATE LIMITED,7371.0,IN0000401694,Services
SIEMENS RAIL AUTOMATION PRIVATE LIMITED,3612.0,IN0003907896,Manufacturing
SILVERTON PULP AND PAPERS PRIVATE LIMITED,2655.0,IN0012600781,Manufacturing
SILVIN ADDITIVES PRIVATE LIMITED,3089.0,IN0012191916,Manufacturing
SIRCA PAINTS INDIA LTD,2851.0,IN897181FI,Manufacturing
SKECHERS SOUTH ASIA PRIVATE LIMITED,5085.0,IN0005950505,Wholesale Trade
SKETS STUDIO PRIVATE LIMITED,7299.0,IN0005950989,Services
SKG REFRACTORIES LIMITED,3241.0,IN0012810274,Manufacturing
SMARSH INDIA PRIVATE LIMITED,7375.0,IN0000456688,Services
SMARTSOC SOLUTIONS PRIVATE LIMITED,3669.0,IN0016405852,Manufacturing
SMOOTH LINE WRITING INSTRUMENTS PRIVATE LIMITED,3999.0,IN0006014006,Manufacturing
SOLARWORLD ENERGY SOLUTIONS PRIVATE LIMITED,4911.0,IN0013507862,"Transportation, Communications, Electric, Gas, and Sanitary Services"
SONA STYLES LIMITED,2326.0,IN0006244067,Manufacturing
SONANI INDUSTRIES PRIVATE LIMITED,3911.0,IN0005598385,Manufacturing
SONATA SOFTWARE LIMITED,5045.0,IN30331FI,Wholesale Trade
SOPRA BANKING SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,7378.0,IN0001931214,Services
SP ACCURE LABS PRIVATE LIMITED,2834.0,IN0013986847,Manufacturing
SPARSH BIO-TECH PRIVATE LIMITED,2834.0,IN0006103892,Manufacturing
SPECIAL ENGG. SERVICES LTD,3559.0,IN0000258079,Manufacturing
SPECTRA MEDICAL INDIA PRIVATE LIMITED,5021.0,IN0006114118,Wholesale Trade
SREE METALIKS LTD,3251.0,IN0000224582,Manufacturing
SRI ENERGY VALVES PRIVATE LIMITED,1311.0,IN0013252014,Mining
SRI KRISHNA NAGAI MALIGAI (MADURAI) PRIVATE LIMITED,5021.0,IN0013244104,Wholesale Trade
SRI VYJAYANTHI LABS PRIVATE LIMITED,2819.0,IN0009800333,Manufacturing
SRINIVAS FINE ARTS PRIVATE LIMITED,2611.0,IN0011266521,Manufacturing
STANDARD & POORS SOUTH ASIA SERVICES PRIVATE LIMITED,8111.0,IN0006182531,Services
STARSHINE MANUFACTURING COMPANY PRIVATE LIMITED,2434.0,IN0003223525,Manufacturing
STEFANINI INDIA PRIVATE LIMITED,7375.0,IN0007879592,Services
STRADDLE CAPITAL PRIVATE LIMITED,6019.0,IN0013555861,"Finance, Insurance, and Real Estate"
STRYKER GLOBAL TECHNOLOGY CENTER PRIVATE LIMITED,7371.0,IN0001146687,Services
STULZ - CHSPL (INDIA) PRIVATE LIMITED,3631.0,IN0006289434,Manufacturing
SUMOLOGIC TECHNOLOGIES PRIVATE LIMITED,7371.0,IN0012042394,Services
SUPER SCIENTIFIC WORKS PRIVATE LIMITED,7389.0,IN0009837303,Services
SUVIDHA STORES PRIVATE LIMITED,5085.0,IN0012567243,Wholesale Trade
SVATANTRA MICROFIN PRIVATE LIMITED,8721.0,IN0006386389,Services
SVS MOOKAMBIKA CONSTRUCTIONS PRIVATE LIMITED,1799.0,IN0006391062,Construction
SYCOMP TECHNOLOGIES INDIA PRIVATE LIMITED,7371.0,IN0006465895,Services
SYNEOS HEALTH INDIA PRIVATE LIMITED,7299.0,IN0015645953,Services
SYNERGY SHIPPING PRIVATE LIMITED,4491.0,IN0006488542,"Transportation, Communications, Electric, Gas, and Sanitary Services"
TAJIR PRIVATE LIMITED,5199.0,IN0005549037,Wholesale Trade
TAPARIA IMPEX PRIVATE LIMITED,5085.0,IN0008980458,Wholesale Trade
TAPO BHUMI GANGA NARMADA PRIVATE LIMITED,2281.0,IN0008978465,Manufacturing
TECNO DOORS PRIVATE LIMITED,3441.0,IN0010991311,Manufacturing
TEKION INDIA PRIVATE LIMITED,7378.0,IN0015595493,Services
TEST YANTRA SOFTWARE SOLUTIONS (INDIA) PRIVATE LIMITED,7371.0,IN0005605789,Services
TEXAS INSTRUMENTS (INDIA) PRIVATE LIMITED,3511.0,IN0000211361,Manufacturing
THE UGAR SUGAR WORKS LIMITED,133.0,IN33447FI,Mining
THERMAX ONSITE ENERGY SOLUTIONS LIMITED,4911.0,IN0000389342,"Transportation, Communications, Electric, Gas, and Sanitary Services"
TIAA GLOBAL CAPABILITIES PRIVATE LIMITED,7375.0,IN0015740531,Services
TLG AGRO TRADERS PRIVATE LIMITED,5085.0,IN0005668817,Wholesale Trade
TORRENT INVESTMENTS PRIVATE LIMITED,6111.0,IN0010476286,"Finance, Insurance, and Real Estate"
TOSHBRO MEDICALS PRIVATE LIMITED,3841.0,IN0010468483,Manufacturing
TRANS ACNR SOLUTIONS PRIVATE LIMITED,3694.0,IN0005681326,Manufacturing
TRANSUNION CIBIL LIMITED,7374.0,IN0000256704,Services
TRAVEL FOOD SERVICES PRIVATE LIMITED,5813.0,IN0005706177,Retail Trade
TREDENCE ANALYTICS SOLUTIONS PRIVATE LIMITED,7389.0,IN0012327255,Services
TRENT LIMITED,5999.0,IN30407FI,Retail Trade
TRIPURA NATURAL GAS CO LTD,2999.0,IN0005751143,Manufacturing
ULTRA CORPOTECH PRIVATE LIMITED,3559.0,IN0005496254,Manufacturing
UNISON HOTELS PRIVATE LIMITED,6512.0,IN0000247637,"Finance, Insurance, and Real Estate"
UNITED TEXTILE MILLS PRIVATE LIMITED,2257.0,IN0009608885,Manufacturing
UPS LOGISTICS PRIVATE LIMITED,7389.0,IN0005514808,Services
URMILLA ENTERPRISES PRIVATE LIMITED,7389.0,IN0005499287,Services
USHA BRECO LIMITED,1611.0,IN0000261113,Construction
UST GLOBAL TECHNOLOGY SERVICES (INDIA) PRIVATE LIMITED,7371.0,IN0009636461,Services
UTTHUNGA TECHNOLOGIES PRIVATE LIMITED,7375.0,IN0005519086,Services
V-MART RETAIL LIMITED,5999.0,IN40011FI,Retail Trade
VALUE INGREDIENTS PRIVATE LIMITED,2099.0,IN0012300732,Manufacturing
VANESA COSMETICS PRIVATE LIMITED,2834.0,IN0013746256,Manufacturing
VANI ELECTRIC VEHICLES PRIVATE LIMITED,5012.0,IN0013876288,Wholesale Trade
VARDHAMANGLOBAL SHARECOM PRIVATE LIMITED,6111.0,IN0012481915,"Finance, Insurance, and Real Estate"
VARUN BEVERAGES LIMITED,5182.0,IN117304FI,Wholesale Trade
VASTA BIO-INFORMATICS PRIVATE LIMITED,7389.0,IN0015699187,Services
VDK EDUVENTURES PRIVATE LIMITED,8299.0,IN0016705167,Services
VECTOR INFORMATIK INDIA PRIVATE LIMITED,5084.0,IN0005206419,Wholesale Trade
VEGA INDIA LEVEL AND PRESSURE MEASUREMENT PRIVATE LIMITED,3694.0,IN0005231237,Manufacturing
VELAN INFRA PROJECTS PRIVATE LIMITED,1799.0,IN0014478947,Construction
VENKATESHWARA FIBRE GLASS (CHENNAI) PRIVATE LIMITED,2819.0,IN0005228574,Manufacturing
VENSAR CONSTRUCTIONS COMPANY LIMITED,1629.0,IN0005255715,Construction
VERITAS FINANCE PRIVATE LIMITED,6019.0,IN0014368754,"Finance, Insurance, and Real Estate"
VESTAS TECHNOLOGY R&D CHENNAI PRIVATE LIMITED,4911.0,IN0005260195,"Transportation, Communications, Electric, Gas, and Sanitary Services"
VETRIVEL EXPLOSIVES PRIVATE LIMITED,2899.0,IN0005261727,Manufacturing
VFORM TECHNOPACK PRIVATE LIMITED,3089.0,IN0016200706,Manufacturing
VFS GLOBAL SERVICES PRIVATE LIMITED,9721.0,IN0000020766,Public Administration
VIASAT INDIA PRIVATE LIMITED,4899.0,IN0005286654,"Transportation, Communications, Electric, Gas, and Sanitary Services"
VISA CONSOLIDATED SUPPORT SERVICES (INDIA) PRIVATE LIMITED,3672.0,IN0005418544,Manufacturing
VISAGE BEAUTY AND HEALTH CARE PRIVATE LIMITED,2841.0,IN0005419197,Manufacturing
VISHVARAJ ENVIRONMENT PRIVATE LIMITED,7389.0,IN0010511423,Services
VK GLOBAL DIGITAL PRIVATE LIMITED,2741.0,IN0012124406,Manufacturing
VOLKSWAGEN GROUP TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,7375.0,IN0015195503,Services
VSR VENTURES PRIVATE LIMITED,5999.0,IN0005441723,Retail Trade
WANFENG ALUMINUM WHEEL (INDIA) PRIVATE LIMITED,3711.0,IN0013511228,Manufacturing
WASAN TRUCKING PRIVATE LIMITED,5012.0,IN0004960718,Wholesale Trade
WELLS FARGO INTERNATIONAL SOLUTIONS PRIVATE LIMITED,7371.0,IN0004989918,Services
WEST COAST PAPER MILLS LIMITED,2631.0,IN30334FI,Manufacturing
WESTERN REFRIGERATION PRIVATE LIMITED,3631.0,IN0005010561,Manufacturing
WISSEN TECHNOLOGY PRIVATE LIMITED,7371.0,IN0012029809,Services
WM GLOBAL TECHNOLOGY SERVICES INDIA PRIVATE LIMITED,7371.0,IN0005057125,Services
WOOD INDIA ENGINEERING & PROJECTS PRIVATE LIMITED,6159.0,IN0002929986,"Finance, Insurance, and Real Estate"
WOODKRAFT (INDIA) PRIVATE LIMITED,2434.0,IN0005062142,Manufacturing
WSP CONSULTANTS INDIA PRIVATE LIMITED,7371.0,IN0005076344,Services
XAVIENT SOFTWARE SOLUTIONS (INDIA) PRIVATE LIMITED,7375.0,IN0004931373,Services
YAHSKA POLYMERS PRIVATE LIMITED,3069.0,IN0004800963,Manufacturing
YASHAM SPECIALITY INGREDIENTS PRIVATE LIMITED,5199.0,IN0004833242,Wholesale Trade
YIZUMI PRECISION MACHINERY (INDIA) PRIVATE LIMITED,3559.0,IN0015633492,Manufacturing
ZEN QUALITY ASSURANCE PRIVATE LIMITED,7371.0,IN0004804597,Services
ZENITH METAPLAST PRIVATE LIMITED,3412.0,IN0004809006,Manufacturing
ZF INDIA PRIVATE LIMITED,3711.0,IN0004895721,Manufacturing
ZIFO TECHNOLOGIES PRIVATE LIMITED,7371.0,IN0004898201,Services
ZIGMA GLOBAL ENVIRON SOLUTIONS PRIVATE LIMITED,7389.0,IN0014394501,Services
ZS ASSOCIATES INDIA PRIVATE LIMITED,7371.0,IN0004769273,Services
